nomeEntidade,ano,descricaoPrograma,descricao,objetivo,descricaoOrgao,descricaoUnidade,descricaoFuncao,descricaoSubfuncao,idAcao,descricaoAcao,natureza,idDespesa,numeroElemento,descricaoElemento,descricaoLocalizador,categoriaEconomica,valorOrcado,valorOrcadoAlterado,valorOrcadoAtualizado,valorEmpenhado,valorEmpenhadoAtualizado,valorLiquidado,valorLiquidadoAtualizado,valorALiquidar,valorPago,valorPagoAnulado,valorPagoAtualizado,valorAPagarEmpenhado,valorAPagarLiquidado,"percentualEmpenhadoSobreOrcadoInicial","percentualEmpenhadoSobreOrcadoAtualizado","percentualLiquidadoSobreOrcadoInicial","percentualLiquidadoSobreOrcadoAtualizado","percentualPagoSobreOrcadoInicial","percentualPagoSobreOrcadoAtualizado",fontesRecursos,informacaoPlanejamento,empenhos,suplementacoes,descricaoRecurso
"FUNDACAO CULTURAL DE CRICIUMA",2025,"CULTURA PARA TODOS","Unidades Culturais","Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.","FUNDAÇÃO MUN. DE CULTURA","Fundação Mun. de Cultura",Cultura,"Difusão Cultural",1090,"Unidades Culturais","APLICAÇÕES DIRETAS",11,33900000000000,"APLICAÇÕES DIRETAS","FUNDACAO CULTURAL DE CRICIUMA","DESPESAS CORRENTES",40000,0,40000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_e88d48a0-10d2-4026-bbd8-0f246e87d7ed.csv","informacaoPlanejamento_fb0f7fa7-8cf8-424c-8750-d33711b13a81.csv"," "," "," "
"FUNDACAO CULTURAL DE CRICIUMA",2025,"CULTURA PARA TODOS","Desenvolvimento Artistico e Cultural","Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.","FUNDAÇÃO MUN. DE CULTURA","Fundação Mun. de Cultura",Cultura,"Patrimônio Histórico, Artístico e Arqueológico",1089,"Desenvolvimento Artistico e Cultural","TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS",8,33600000000000,"TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS","FUNDACAO CULTURAL DE CRICIUMA","DESPESAS CORRENTES",100000,0,100000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_1f1bd7b1-4117-45e3-ab59-b521859d887a.csv","informacaoPlanejamento_556e7aa1-3a4a-4fa9-b426-21dcad34be53.csv"," "," "," "
"FUNDACAO CULTURAL DE CRICIUMA",2025,"CULTURA PARA TODOS","Desenvolvimento Artistico e Cultural","Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.","FUNDAÇÃO MUN. DE CULTURA","Fundação Mun. de Cultura",Cultura,"Patrimônio Histórico, Artístico e Arqueológico",1089,"Desenvolvimento Artistico e Cultural","APLICAÇÕES DIRETAS",10,44900000000000,"APLICAÇÕES DIRETAS","FUNDACAO CULTURAL DE CRICIUMA","DESPESAS DE CAPITAL",150000,0,150000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_5ccfe3e3-c72b-4c95-805a-62d31d41cb9c.csv","informacaoPlanejamento_ed7dabd1-43b5-4ab3-8bf3-23e76c8607e8.csv"," "," "," "
"FUNDACAO CULTURAL DE CRICIUMA",2025,"CULTURA PARA TODOS","Desenvolvimento Artistico e Cultural","Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.","FUNDAÇÃO MUN. DE CULTURA","Fundação Mun. de Cultura",Cultura,"Patrimônio Histórico, Artístico e Arqueológico",1089,"Desenvolvimento Artistico e Cultural","APLICAÇÕES DIRETAS",9,33900000000000,"APLICAÇÕES DIRETAS","FUNDACAO CULTURAL DE CRICIUMA","DESPESAS CORRENTES",850000,22817.25,872817.25,22817.25,22817.25,8317.2,8317.2,14500.05,6379.3,0,6379.3,16437.95,1937.9,2.68,2.61,0.98,0.95,0.75,13682.02,"fontesRecursos_cbd0c52e-0f72-48bb-bafc-440658b11ff0.csv","informacaoPlanejamento_e67bb3fa-668f-4c16-ae04-46d5b9a1bba5.csv","empenhos_4aaf4070-092a-4408-8e17-18bf9172d5b6.csv","suplementacoes_aced8e12-71d6-4df4-930b-b33b2964a2be.csv"," "
"FUNDACAO CULTURAL DE CRICIUMA",2025,"CULTURA PARA TODOS","Manut. da Fundação Cultural","Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.","FUNDAÇÃO MUN. DE CULTURA","Fundação Mun. de Cultura",Cultura,"Administração Geral",1088,"Manut. da Fundação Cultural","APLICAÇÕES DIRETAS",5,33900000000000,"APLICAÇÕES DIRETAS","FUNDACAO CULTURAL DE CRICIUMA","DESPESAS CORRENTES",2600000,0,2600000,1895044.81,1796413.95,285009.44,285009.44,1511404.51,273029.9,0,273029.9,1523384.05,11979.54,72.89,72.89,10.96,10.96,10.5,952.28,"fontesRecursos_1bdaf2c3-4ffe-4b65-a61b-9291f9c328f2.csv","informacaoPlanejamento_fa91adee-7622-4a54-ac6b-4d7a2f061b0b.csv","empenhos_045078da-8595-4d1c-aad7-f6303b4ae0f2.csv"," "," "
"FUNDACAO CULTURAL DE CRICIUMA",2025,"GESTÃO ADMINISTRATIVA","Manutenção do Fundo Municipal do Turismo - FUMTUR","Planejar a gestão publica atraves de implementações de dados gerenciais visando a redução de custos, e estrategicas na defesa civil do municipio.","FUNDAÇÃO MUN. DE CULTURA","Fundação Mun. de Cultura","Comércio e Serviços",Turismo,1219,"Manutenção do Fundo Municipal do Turismo - FUMTUR","APLICAÇÕES DIRETAS",2,44900000000000,"APLICAÇÕES DIRETAS","FUNDACAO CULTURAL DE CRICIUMA","DESPESAS DE CAPITAL",150000,0,150000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_b162ad4d-13d5-42be-88c4-3ee4ead93c88.csv","informacaoPlanejamento_c03edc36-a11b-4ac2-8880-ca89afca6797.csv"," "," "," "
"FUNDACAO CULTURAL DE CRICIUMA",2025,"CULTURA PARA TODOS","Praça da PEC","Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.","FUNDAÇÃO MUN. DE CULTURA","Fundação Mun. de Cultura",Cultura,"Serviços Urbanos",1092,"Praça da PEC","APLICAÇÕES DIRETAS",14,44900000000000,"APLICAÇÕES DIRETAS","FUNDACAO CULTURAL DE CRICIUMA","DESPESAS DE CAPITAL",5000,0,5000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_792fee60-832b-46d6-8519-106b5de9f4d9.csv","informacaoPlanejamento_d8b8325d-d63e-43da-a5a7-fb95d47dae21.csv"," "," "," "
"FUNDACAO CULTURAL DE CRICIUMA",2025,"GESTÃO ADMINISTRATIVA","Manutenção do Fundo Municipal do Turismo - FUMTUR","Planejar a gestão publica atraves de implementações de dados gerenciais visando a redução de custos, e estrategicas na defesa civil do municipio.","FUNDAÇÃO MUN. DE CULTURA","Fundação Mun. de Cultura","Comércio e Serviços",Turismo,1219,"Manutenção do Fundo Municipal do Turismo - FUMTUR","APLICAÇÕES DIRETAS",1,33900000000000,"APLICAÇÕES DIRETAS","FUNDACAO CULTURAL DE CRICIUMA","DESPESAS CORRENTES",150000,0,150000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_22ec8120-6c74-4356-bf0e-206fc7a2a525.csv","informacaoPlanejamento_16b9e9cc-4c7b-42bf-9a8a-5317dedb0286.csv"," "," "," "
"FUNDACAO CULTURAL DE CRICIUMA",2025,"CULTURA PARA TODOS","Praça da PEC","Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.","FUNDAÇÃO MUN. DE CULTURA","Fundação Mun. de Cultura",Cultura,"Serviços Urbanos",1092,"Praça da PEC","APLICAÇÕES DIRETAS",13,33900000000000,"APLICAÇÕES DIRETAS","FUNDACAO CULTURAL DE CRICIUMA","DESPESAS CORRENTES",5000,0,5000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_acb7d463-96de-4845-97df-250861f908d4.csv","informacaoPlanejamento_dce49234-3731-48a9-a1a7-adaec92006a0.csv"," "," "," "
"FUNDACAO CULTURAL DE CRICIUMA",2025,"CULTURA PARA TODOS","Unidades Culturais","Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.","FUNDAÇÃO MUN. DE CULTURA","Fundação Mun. de Cultura",Cultura,"Difusão Cultural",1090,"Unidades Culturais","APLICAÇÕES DIRETAS",12,44900000000000,"APLICAÇÕES DIRETAS","FUNDACAO CULTURAL DE CRICIUMA","DESPESAS DE CAPITAL",40000,0,40000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_215b2c25-9132-40d9-9aa4-f557fc377255.csv","informacaoPlanejamento_6bd146e8-a757-4401-8fb0-c1b09bd725d1.csv"," "," "," "
"FUNDACAO CULTURAL DE CRICIUMA",2025,"CULTURA PARA TODOS","Unidades Culturais","Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.","FUNDAÇÃO MUN. DE CULTURA","Fundação Mun. de Cultura",Cultura,"Difusão Cultural",1090,"Unidades Culturais","APLICAÇÕES DIRETAS",11,33900000000000,"APLICAÇÕES DIRETAS","FUNDACAO CULTURAL DE CRICIUMA","DESPESAS CORRENTES",40000,0,40000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_547207a2-e620-43a3-9f6d-d228f0211d1e.csv","informacaoPlanejamento_f4b66104-4146-4c5a-ab31-7951d2d9ad24.csv"," "," "," "
"FUNDACAO CULTURAL DE CRICIUMA",2025,"CULTURA PARA TODOS","Desenvolvimento Artistico e Cultural","Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.","FUNDAÇÃO MUN. DE CULTURA","Fundação Mun. de Cultura",Cultura,"Patrimônio Histórico, Artístico e Arqueológico",1089,"Desenvolvimento Artistico e Cultural","TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS",8,33600000000000,"TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS","FUNDACAO CULTURAL DE CRICIUMA","DESPESAS CORRENTES",100000,0,100000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_74ce3dcc-5183-4923-94ed-ba56ec08cf71.csv","informacaoPlanejamento_9dd2a188-5fb5-4124-93cf-9d95ce501b9e.csv"," "," "," "
"FUNDACAO CULTURAL DE CRICIUMA",2025,"CULTURA PARA TODOS","Desenvolvimento Artistico e Cultural","Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.","FUNDAÇÃO MUN. DE CULTURA","Fundação Mun. de Cultura",Cultura,"Patrimônio Histórico, Artístico e Arqueológico",1089,"Desenvolvimento Artistico e Cultural","APLICAÇÕES DIRETAS",10,44900000000000,"APLICAÇÕES DIRETAS","FUNDACAO CULTURAL DE CRICIUMA","DESPESAS DE CAPITAL",150000,0,150000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_7ea29243-e458-46d9-be4d-505d838151f2.csv","informacaoPlanejamento_45ccfa8a-53ce-413b-adb7-a4520a5db476.csv"," "," "," "
"FUNDO MUN. HABITACAO INTERESSE SOCIAL CRICIUMA",2025,"HABITAÇÃO SOCIAL","Manut. de Projetos Habitacionais e de Interesse Social","Garantir o acesso à moradia digna à população em situação de vulnerabilidade social;- Garantir a titulação do bem imóvel das áreas públicas ocupadas às pessoas de baixa renda e a recuperação urbano-ambiental, motivando o desenvolvimento sócio-economico e o onseqüente resgate da cidadania.","FUNDO MUN. DE HABITAÇÃO DE INTER. SOCIAL","Fundo de Habitação de Interesse Social",Habitação,"Habitação Urbana",1070,"Manut. de Projetos Habitacionais e de Interesse Social","APLICAÇÕES DIRETAS",4,44900000000000,"APLICAÇÕES DIRETAS","FUNDO MUN. HABITACAO INTERESSE SOCIAL CRICIUMA","DESPESAS DE CAPITAL",110000,920000,1030000,920000.0,920000.0,920000.0,920000.0,0.0,920000.0,0,920000.0,0.0,0.0,836.36,89.32,836.36,89.32,836.36,111.96,"fontesRecursos_9350c8f6-29e6-4c0b-a998-00fac0e7873f.csv","informacaoPlanejamento_1d72a719-8392-4d42-b90f-52d230a4bf0b.csv","empenhos_222cccba-7f62-4d4a-8803-efd92a768167.csv","suplementacoes_712c94de-1789-4f82-8714-abdb45b6aa16.csv"," "
"FUNDACAO CULTURAL DE CRICIUMA",2025,"CULTURA PARA TODOS","Manut. da Fundação Cultural","Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.","FUNDAÇÃO MUN. DE CULTURA","Fundação Mun. de Cultura",Cultura,"Administração Geral",1088,"Manut. da Fundação Cultural","TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS",3,33500000000000,"TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS","FUNDACAO CULTURAL DE CRICIUMA","DESPESAS CORRENTES",400000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_fb6327fe-8b02-4ee3-a47f-a70a11280e75.csv","informacaoPlanejamento_96625b5f-4e56-4b23-9155-6c582641eaf5.csv"," ","suplementacoes_b53c90a4-2ae9-4cc5-9ece-5a061bc46f1a.csv"," "
"FUNDACAO CULTURAL DE CRICIUMA",2025,"CULTURA PARA TODOS","Manut. da Fundação Cultural","Tem por objetivo incentivar, difundir, fomentar e promover a prática e o desenvolvimento de atividades culturais artísticas e turísticas do Município. Atender melhor as crianças através dos programas disponíveis e os a serem ampliados e melhorados.","FUNDAÇÃO MUN. DE CULTURA","Fundação Mun. de Cultura",Cultura,"Administração Geral",1088,"Manut. da Fundação Cultural","TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS",4,33600000000000,"TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS","FUNDACAO CULTURAL DE CRICIUMA","DESPESAS CORRENTES",100000,0,100000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_f417dc5b-dd77-48ab-999d-8d15eedf8f46.csv","informacaoPlanejamento_8a90e7c3-b1d0-4a0f-be13-10b5140f6679.csv"," "," "," "
