nomeEntidade,anoCadastro,anoExercicio,dataEmpenho,licitacao,numeroEmpenho,idElemento,descricaoOrgao,historicoEmpenho,tipoEmpenho,mascaraElemento,descricaoElemento,credor,valorEmpenho,valorLiquidadoEmpenho,valorPagoEmpenho,saldoAPagar,categoriaEmpenho,numeroControleProcesso,modalidadeAplicacao,idRecurso,descricaoRecurso,tipoRecurso,finalidade,tipoPoderOrgao,descricaoUnidade,descricaoFuncao,descricaoSubfuncao,descricaoPrograma,idProjetoAtividade,"descricaoProjetoAtividade","descricaoAplicacaoRecurso",grupoElemento,"descricaoDetalhamentoElemento",valorEmpenhado,ValorAnuladoEmpenho,valorPagoRestosEmpenho,"valorRestosAPagarNaoProcessados","valorRestosAPagarProcessados","valorRestosAPagarCancelados",saldoALiquidar,saldoAPagarLiquidado,contrato,anulacoes,itens,liquidacoes,pagamentos,dotacaoOrcamentaria,convenio,documentosFiscais,parcelas,documentosRelacionados
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-26," ",4345,10722241,"SEC. MUN. DA FAZENDA","Ref. guia de recolhimento judicial, para diligência do Oficial de Justiça nos autos n 5096863-49.2022.8.24.0023. Cfe. Doc. Anexo.",Ordinário,33903966000000,"Serviços Judiciários","credor_9058a5f9-4740-4d9e-9b47-0556414f2324.csv",20.05,20.05,20.05,0.0,CREDOR," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Gab. Secretaria da Fazenda",Administração,"Administração Geral","OPERAÇÕES ESPECIAIS",1001,"Amortização/juros/Setenças/Ações Judiciais/Aposentados e Pensionistas"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",20.05,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_f69610e2-c982-4b75-af82-d6b16e062301.csv","pagamentos_92bd5dc7-8974-446e-bc28-bb669baef36b.csv","dotacaoOrcamentaria_9d9c89d5-9a8d-4829-b400-5e4dbf353b1e.csv"," ","documentosFiscais_468d3405-8325-404f-a6aa-e865cc1f2bf5.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-26," ",4346,10722241,"SEC. MUN. DA FAZENDA","Ref. guia de recolhimento judicial, para diligência do Oficial de Justiça nos autos n 5096832-29.2022.8.24.0023. Cfe. Doc. Anexo.",Ordinário,33903966000000,"Serviços Judiciários","credor_18ed38bf-9ba8-4c2e-a5cd-c93dcfca7e4b.csv",20.05,20.05,20.05,0.0,CREDOR," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Gab. Secretaria da Fazenda",Administração,"Administração Geral","OPERAÇÕES ESPECIAIS",1001,"Amortização/juros/Setenças/Ações Judiciais/Aposentados e Pensionistas"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",20.05,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_26916039-27f8-4233-b6c9-69f4f7b5fe78.csv","pagamentos_360c670f-489f-4f79-b65b-41686fc48f98.csv","dotacaoOrcamentaria_1755394b-5bff-48fa-b91f-15b6b8b782e5.csv"," ","documentosFiscais_278d2469-ac11-487e-a627-cf0e8749d8c7.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-04-23,"licitacao_fba5cfbb-cbf0-4acf-8ef6-03494432e4ce.csv",2868,10722104,"SEC. M. DE INFRAEST.,PLANEJ. E MOBILIDADE URBANA","Aquisição, sob demanda, de materiais agregados para uso na Usina de Asfalto e realização de pavimentação, drenagens e revestimento, manutenção e conservação nos diversos logradouros públicos e pátios escolares do Município de Criciúma/SC. Cfe. Ata RP n 210/2023.",Ordinário,33903051000000,"Mater p/ Cons e Manut de Bens de Uso Comum do Povo","credor_94511bae-94ec-4c42-85b2-cb16732a1c5c.csv",63600,51592.32,51592.32,0.0,PROCESSO," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Abertura/Pavimentação/Manut. de Vias Públicas",Urbanismo,"Infra-Estrutura Urbana","AVANÇAR CRICIUMA",1079,"Pavimentação/Recup/Revitalização/Mobilidade Urbana/Emprestimo FONPLATA, BNDES/BRDE"," ","OUTRAS DESPESAS CORRENTES","Material de Consumo",63600.0,12007.68,0,0,0,0,0.0,0.0," ","anulacoes_9b93da06-0bd9-4154-9fe2-57a238c16f7d.csv","itens_bf4c0425-905a-4e13-bb6e-3abaa932a627.csv","liquidacoes_fc444a0a-0376-4379-9dd3-0fa4930319a1.csv","pagamentos_ace9abe9-6e49-4581-ac12-efbcadce1d28.csv","dotacaoOrcamentaria_66acf1c4-dbcb-42b3-ac0e-6c34bf4d235c.csv"," ","documentosFiscais_623df91f-7533-4970-b2d2-7cf56109e420.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-12,"licitacao_9eb0e1f5-fdf3-4bf0-96d5-ae579e47b764.csv",4026,10722267,"GABINETE DO PREFEITO","Licenciamento de uso, pelo FGV IBRE, sem caráter de exclusividade, do banco de dados, de natureza estatística, econômica e financeira, disponibilizado à licenciada através da internet. Neste instrumento o banco de dados é denominado FGVDADOS. Cfe. termos do contrato n 75/2024, de 23/05/2024.",Ordinário,33904001000000,"Locação de equipamentos e softwares","credor_2c6afa2d-0f4b-4fff-81d4-10f64d7cf3c4.csv",9771.23,9771.23,9771.23,0.0,PROCESSO," ","Aplicações Diretas",175270060112,"Convênio de Trânsito - Prefeitura",vinculado," ",Executivo,"Gabinete do Prefeito",Urbanismo,"Infra-Estrutura Urbana","GESTÃO ADMINISTRATIVA",1013,"Manut. da Diretoria de Transito e Transporte"," ","OUTRAS DESPESAS CORRENTES","Serviços de Tecnologia da Informação e Comunicação  Pessoa Jurídica",9771.23,0.0,0,0,0,0,0.0,0.0,"contrato_ca0da645-8fb2-4410-827e-b66d456c82cb.csv"," "," ","liquidacoes_1711faed-639c-463b-ae45-ae1bd656b54e.csv","pagamentos_ca498456-d502-4264-be65-5b06e917bb9e.csv","dotacaoOrcamentaria_0a32baca-dd44-4440-9f5e-4c69e598e622.csv"," ","documentosFiscais_4b21ab7d-92ad-4de6-a58c-422a1094c3e8.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-27," ",4466,10722222,"SEC. M. DE INFRAEST.,PLANEJ. E MOBILIDADE URBANA","Ref. a complemento de valor do empenho n 381/2024, cfe. solicitação da Controladoria Geral do Município. 
Ref. fornecimento de água para o ano de 2024, de acordo com a solicitação do memorando n 001/CGM/2024. Cfe. Doc. Anexo.",Estimativo,33903944000000,"Serviços de Água e Esgoto","credor_dd8598e3-859e-4534-91a5-117c1c2905fc.csv",90000,89999.8,89999.8,0.0,CREDOR," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,Parques/Praças/Jardins,"Desporto e Lazer",Lazer,"AVANÇAR CRICIUMA",1081,Parques/Praças/Jardins," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",90000.0,0.2,0,0,0,0,0.0,0.0," ","anulacoes_47c81981-8fbb-4bbe-8915-79d3b9243ff3.csv"," ","liquidacoes_09f8a9cc-a106-411c-b25d-ced020f6796f.csv","pagamentos_0d0ceed2-fd53-493d-bfc9-2db595fdaff5.csv","dotacaoOrcamentaria_c76ec402-bc99-4b39-b558-2b470c44acb9.csv"," ","documentosFiscais_d0426093-86d3-4a33-a04a-5fd4604abab7.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-28," ",4566,10722296,"SEC. M. DE INFRAEST.,PLANEJ. E MOBILIDADE URBANA","Ref. R.R.T. n 14442656, projeto arquitetônico no bairro Vila Rica de um campo de futebol, com cercamento em alambrado e fechamento com rede de proteção e troca de gramado. Cfe. Doc. Anexo.",Ordinário,33904710000000,Taxas,"credor_dc89df88-4328-4df2-9e0b-46af2bff35fd.csv",119.61,119.61,119.61,0.0,CREDOR," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,Obras,Urbanismo,"Serviços Urbanos","AVANÇAR CRICIUMA",1073,"Manut. depto de Obras"," ","OUTRAS DESPESAS CORRENTES","Obrigações Tributárias e Contributivas",119.61,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_2b15ebd1-d7dc-4dc2-ae24-30b47f0bf152.csv","pagamentos_9fab9b87-7e62-4dba-adcc-b32a606c50e1.csv","dotacaoOrcamentaria_5cb33403-580f-435f-9c4a-91cf027eee61.csv"," ","documentosFiscais_c04fbf76-b458-45c2-96a2-abcbe62bbb29.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-28," ",4567,10722419,"SEC. MUN. DA FAZENDA","Ref. Restituição de IPTU (Imposto Predial e Territorial Urbano), de acordo com o processo administrativo n 701076/2024. Cfe. Doc. Anexo.",Ordinário,33909302000000,Restituições,"credor_3d50dd1d-cc7c-4afc-b3ed-8f4178107c3b.csv",237.45,237.45,237.45,0.0,CREDOR," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Arrecadação e Fiscalização",Administração,"Administração Geral","GESTÃO FISCAL E FINANCEIRA",1022,"Manut. da Arrecadação, Fiscalização, Cadastro Imobiliario"," ","OUTRAS DESPESAS CORRENTES","Indenizações e Restituições",237.45,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_0e8ca94f-a4de-471b-a50c-49fc02db5ae6.csv","pagamentos_c69d01cc-4a5e-42a4-85c1-e049c6e35651.csv","dotacaoOrcamentaria_90f6f2c0-5e38-4bd0-8243-0e081e777469.csv"," ","documentosFiscais_c52af60c-073c-4af0-ab55-c13cb88cd120.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-28," ",4569,10722296,"SEC. M. DE INFRAEST.,PLANEJ. E MOBILIDADE URBANA","Ref. licenciamento anual de 50 (cinquenta) veículos, pertencentes a frota do Município de Criciúma/SC. Cfe. Doc. Anexo.",Ordinário,33904710000000,Taxas,"credor_707e46ab-7761-41eb-bfbc-e0ac945b9088.csv",7468.5,7468.5,7468.5,0.0,CREDOR," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Frota Municipal",Administração,"Administração Geral","AVANÇAR CRICIUMA",1084,"Frota Municipal"," ","OUTRAS DESPESAS CORRENTES","Obrigações Tributárias e Contributivas",7468.5,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_c993c2f0-9238-406a-a248-6330592bd44f.csv","pagamentos_8ab5e705-5236-48a4-a904-4a6891607ef9.csv","dotacaoOrcamentaria_0a6a5bbe-b160-4b36-85da-1b36558ef7b6.csv"," ","documentosFiscais_900853a3-6070-4631-bc85-b0e7ef807453.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-28," ",4570,10722037,"GABINETE DO PREFEITO","Ref. diárias sem pernoite, para cobrir despesas de viagem de sua ida à Cidade de Brasília/DF, nos dias 01 e 02 de julho de 2024, a serviço deste município.",Ordinário,33901414000000,"Diárias no País - Civil","credor_f78bf147-1fa7-4c60-adfc-bf9e833954cb.csv",341.94,341.94,341.94,0.0,DIARIA," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Diretoria Executiva de Comunicação",Administração,"Administração Geral","GESTÃO ADMINISTRATIVA",1011,"Manut. da Diretoria de Comunicação"," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",341.94,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_add6af0e-0e96-43a6-b403-3315225d6b39.csv","pagamentos_cdf78b82-78ea-4e8a-98d2-c9661ab9406e.csv","dotacaoOrcamentaria_e9b356ee-975b-4eef-8864-ed20d11cb10a.csv"," ","documentosFiscais_c9859675-c340-4fc5-9f11-80b8fb388d6c.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-06," ",3919,10722256,"SEC. MUN. DA FAZENDA","Ref. a Despesas de Tarifas Bancárias nas Contas da PMC (Conv. Pol. Militar).",Ordinário,33903981000000,"Serviços Bancários","credor_9e33afe1-9f1c-46b7-867a-3644649b7732.csv",300,196.39,196.39,0.0,CREDOR," ","Aplicações Diretas",175270040110,"Convênio Trânsito - Militar",vinculado," ",Executivo,"Convênio Polícia Militar","Segurança Pública",Policiamento,"GESTÃO FISCAL E FINANCEIRA",1027,"Manut. do Convênio Policia Militar"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",300.0,103.61,0,0,0,0,0.0,0.0," ","anulacoes_030f48c2-1cff-4dd9-996e-f0f64f251e23.csv"," ","liquidacoes_20d5e435-53d0-4dfd-b8b2-8cedbcca4bf4.csv","pagamentos_dda937da-beb6-4c73-98f7-597d19e4bb20.csv","dotacaoOrcamentaria_eec07c9a-3cc3-4e2f-afa7-4623b55961bc.csv"," ","documentosFiscais_45588baf-2dc5-4e2b-afac-a028b351a9e1.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-05-07,"licitacao_56479370-696a-4229-9890-bcd592196d19.csv",3314,10722254,"SEC. M. DE INFRAEST.,PLANEJ. E MOBILIDADE URBANA","Registro de preços sob demanda, de horas de terraplanagem, para atender as necessidades do município de Criciúma/SC. Cfe. Ata RP n 96/2024.",Ordinário,33903979000000,"Serviços de Apoio Administrativo, Técnico e Operac","credor_36866cad-f18d-44f9-b716-1f62b6d88169.csv",16965,16965.0,16965.0,0.0,PROCESSO," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,Obras,Urbanismo,"Serviços Urbanos","AVANÇAR CRICIUMA",1073,"Manut. depto de Obras"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",16965.0,0.0,0,0,0,0,0.0,0.0," "," ","itens_ea328bf1-51f2-4815-bf84-6acfe806c105.csv","liquidacoes_96777663-ec21-47af-afac-718c606fac63.csv","pagamentos_fd90533f-bf01-4ae6-84e5-6b9c1a973bd4.csv","dotacaoOrcamentaria_80388d1c-511f-4081-8251-7cf67d38453a.csv"," ","documentosFiscais_6876a8b9-8246-401a-8a39-6d921048c795.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-13,"licitacao_aa93062e-b317-4f88-b06b-84148d6ba428.csv",4045,10722092,"SEC. MUN. DA FAZENDA","Registro de preços, para aquisição sob demanda, de pneus novos para à frota do 9 Batalhão de Polícia Militar de Criciúma/SC. Cfe. Ata RP n 223/2023.",Ordinário,33903039000000,"Material para Manutenção de Veículos","credor_fbcddfac-d906-433c-919a-33c8e1e95bed.csv",6600,6600.0,6600.0,0.0,PROCESSO," ","Aplicações Diretas",175270040110,"Convênio Trânsito - Militar",vinculado," ",Executivo,"Convênio Polícia Militar","Segurança Pública",Policiamento,"GESTÃO FISCAL E FINANCEIRA",1027,"Manut. do Convênio Policia Militar"," ","OUTRAS DESPESAS CORRENTES","Material de Consumo",6600.0,0.0,0,0,0,0,0.0,0.0," "," ","itens_18babece-bd5f-42b9-bdbf-cff31259ba61.csv","liquidacoes_84f55ff7-a18f-494a-adab-3b8b049a5fdb.csv","pagamentos_2434ec88-e7fa-472d-8db0-09707a984f8d.csv","dotacaoOrcamentaria_d58a007a-8f1b-40a4-86d8-c93501cc91fc.csv"," ","documentosFiscais_2f7c0129-cd0d-4fc5-9ccf-845f97c94741.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-27," ",4352,10722328,"SEC. MUN. DA FAZENDA","Ref. a RPV, extraído dos autos n 5032097-59.2023.8.24.0020 (Fabiana de Souza). Cfe. Doc. Anexo",Ordinário,33909115000000,"Sentenças Judiciais de Pequeno Valor","credor_064b65ed-b587-4b17-afc5-4076b7b39d5d.csv",3507.59,3507.59,3507.59,0.0,CREDOR," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Gab. Secretaria da Fazenda",Administração,"Administração Geral","OPERAÇÕES ESPECIAIS",1001,"Amortização/juros/Setenças/Ações Judiciais/Aposentados e Pensionistas"," ","OUTRAS DESPESAS CORRENTES","Sentenças Judiciais",3507.59,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_84b6803d-4cab-461f-9514-58d5ac17259b.csv","pagamentos_1586359c-5d6e-4c92-a7fd-e2ac1dc7b311.csv","dotacaoOrcamentaria_16566fbe-1061-476e-a9b3-c74e497c56ce.csv"," ","documentosFiscais_3fe5d3b1-b948-46f0-bc6b-f484a368612f.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-27," ",4356,10722328,"SEC. MUN. DA FAZENDA","Ref. a RPV, extraído dos autos n 5031658-48.2023.8.24.0020 (Josiane da Rosa Margotti Marques). Cfe. Doc. Anexo",Ordinário,33909115000000,"Sentenças Judiciais de Pequeno Valor","credor_b8afcd3d-f082-4363-b7e9-dfa0e953c56b.csv",2235.97,2235.97,2235.97,0.0,CREDOR," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Gab. Secretaria da Fazenda",Administração,"Administração Geral","OPERAÇÕES ESPECIAIS",1001,"Amortização/juros/Setenças/Ações Judiciais/Aposentados e Pensionistas"," ","OUTRAS DESPESAS CORRENTES","Sentenças Judiciais",2235.97,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_f14b3192-56cb-4da7-8280-4b6de6f3bbc7.csv","pagamentos_009f1e5c-c712-4716-b3eb-d5746c68bf5a.csv","dotacaoOrcamentaria_c8d654a7-ef4b-4b16-a93c-4304896780a3.csv"," ","documentosFiscais_876fee2c-c743-4046-946b-be71ff087130.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-27," ",4358,10722241,"SEC. MUN. DA FAZENDA","Ref. honorários sucumbenciais, extraído dos autos n 5024358-35.2023.8.24.0020 (Valdeci Terezinha de Souza Moro). Cfe. Doc. Anexo",Ordinário,33903966000000,"Serviços Judiciários","credor_14dafe2d-4989-4440-9fbd-ffbb360635c4.csv",1083.91,1083.91,1083.91,0.0,CREDOR," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Gab. Secretaria da Fazenda",Administração,"Administração Geral","OPERAÇÕES ESPECIAIS",1001,"Amortização/juros/Setenças/Ações Judiciais/Aposentados e Pensionistas"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",1083.91,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_5ae04c35-a3cd-4ea0-b1d1-2653d000e4f5.csv","pagamentos_b8ffd15c-0ccc-4b32-a7a7-83b3ac4e2ccc.csv","dotacaoOrcamentaria_27ddd622-79d6-4541-b993-a7076aa05382.csv"," ","documentosFiscais_c062bc9d-3ea0-492b-b1cb-8f1b892f224f.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-27,"licitacao_1c711c10-64ab-4f8d-bb59-b56e27cff45f.csv",4359,10722134,"SEC. MUN. DE EDUCAÇÃO","Complemento de valor do empenho n 1791/2024, cfe. solicitação da Controladoria Geral do Município.
Ref. prestação de serviços de estágio remunerado, prestados junto a Sec. Mun. de Educação, para o desenvolvimento da Educação Básica do Município. Cfe. termo aditivo 05 do contrato n 48/2019, de 01/03/2015.",Ordinário,33903607000000,Estagiários,"credor_38183af9-1793-40a5-8947-5b56b2a25328.csv",1800000,1204582.65,1204582.65,0.0,PROCESSO," ","Aplicações Diretas",150010010101,"Receitas de Impostos e de Transferência de Impostos - Educação",Ordinário," ",Executivo,"Administrativo da Educação",Educação,"Ensino Fundamental","GESTÃO DE QUALIDADE NO ENSINO",1034,"Manut. do Depto. Administrativo da Educação, formação continuada"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Física",1800000.0,595417.35,0,0,0,0,0.0,0.0,"contrato_d3d33738-bda3-4530-9d23-52fad2343474.csv","anulacoes_df7424c8-7b53-4c7c-821f-f5a9c9fd61f9.csv"," ","liquidacoes_fa06007c-b4e9-4ed6-829e-564de6df789f.csv","pagamentos_c2537965-68a9-4434-a17d-a4ac119d9db9.csv","dotacaoOrcamentaria_0b8c8ebe-4299-4fc1-bbb1-2ea413809184.csv"," ","documentosFiscais_10aa844c-a7e9-438b-bc8b-831c3905d9e8.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-27," ",4367,10722241,"SEC. MUN. DA FAZENDA","Ref. guia de recolhimento judicial, para diligência do Oficial de Justiça nos autos n 5103119-08.2022.8.24.0023. Cfe. Doc. Anexo.",Ordinário,33903966000000,"Serviços Judiciários","credor_dd71495f-a080-4579-adbc-b8d1c8507526.csv",20.05,20.05,20.05,0.0,CREDOR," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Gab. Secretaria da Fazenda",Administração,"Administração Geral","OPERAÇÕES ESPECIAIS",1001,"Amortização/juros/Setenças/Ações Judiciais/Aposentados e Pensionistas"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",20.05,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_f7965607-55ca-435b-91c6-e47b319dfc17.csv","pagamentos_02418ab5-cf23-406b-b2ab-c5e3fb7a151b.csv","dotacaoOrcamentaria_237b0493-cfc2-4fd7-9ce4-5532d26fd590.csv"," ","documentosFiscais_997ab6d0-27bc-4489-8419-146afbab1d62.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-27," ",4368,10722241,"SEC. MUN. DA FAZENDA","Ref. guia de recolhimento judicial, para diligência do Oficial de Justiça nos autos n 5132631-36.2022.8.24.0023. Cfe. Doc. Anexo.",Ordinário,33903966000000,"Serviços Judiciários","credor_df5f3c04-c7db-4db3-b679-7d5e43b61746.csv",39.59,39.59,39.59,0.0,CREDOR," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Gab. Secretaria da Fazenda",Administração,"Administração Geral","OPERAÇÕES ESPECIAIS",1001,"Amortização/juros/Setenças/Ações Judiciais/Aposentados e Pensionistas"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",39.59,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_3ffdb7fb-aaa5-46d0-a8a0-1e077d89e3b7.csv","pagamentos_5c6a755b-c6e6-45b8-839b-b40ca3538c89.csv","dotacaoOrcamentaria_fad0fe22-13cf-4375-bcf1-e84c30187618.csv"," ","documentosFiscais_e185cdfa-057f-4af0-bee3-706143091f0a.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-27," ",4369,10722241,"SEC. MUN. DA FAZENDA","Ref. guia de recolhimento judicial, para diligência do Oficial de Justiça nos autos n 5132632-21.2022.8.24.0023. Cfe. Doc. Anexo.",Ordinário,33903966000000,"Serviços Judiciários","credor_ebeadb5d-8876-4e00-81fc-2f8f37626e58.csv",20.05,20.05,20.05,0.0,CREDOR," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Gab. Secretaria da Fazenda",Administração,"Administração Geral","OPERAÇÕES ESPECIAIS",1001,"Amortização/juros/Setenças/Ações Judiciais/Aposentados e Pensionistas"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",20.05,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_a8930b6c-2b61-47d5-8640-f1ff6a497096.csv","pagamentos_8edaf407-b91d-4cf9-a35f-ce9ee97e786a.csv","dotacaoOrcamentaria_8931ca97-fc98-4854-94fe-f4cd739e7e0c.csv"," ","documentosFiscais_8c86183c-232a-44d6-bc6b-6aa1d1324ab7.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-27," ",4370,10722241,"SEC. MUN. DA FAZENDA","Ref. guia de recolhimento judicial, para diligência do Oficial de Justiça nos autos n 5132633-06.2022.8.24.0023. Cfe. Doc. Anexo.",Ordinário,33903966000000,"Serviços Judiciários","credor_231b5743-6427-4aa4-8eb7-70f6d91336d1.csv",54.55,54.55,54.55,0.0,CREDOR," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Gab. Secretaria da Fazenda",Administração,"Administração Geral","OPERAÇÕES ESPECIAIS",1001,"Amortização/juros/Setenças/Ações Judiciais/Aposentados e Pensionistas"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",54.55,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_077af066-7213-443d-8df7-16d75f8ad60e.csv","pagamentos_178aeb63-b71c-43e3-bccc-3bcc99251962.csv","dotacaoOrcamentaria_a7e0a7f6-4299-439a-9085-6d82c620fc9c.csv"," ","documentosFiscais_42c5ae2a-2283-45ed-85e4-b66230223896.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-27," ",4371,10722241,"SEC. MUN. DA FAZENDA","Ref. honorários advocatícios, extraído dos autos n 5018269-74.2023.8.24.0091. Cfe. Doc. Anexo.",Ordinário,33903966000000,"Serviços Judiciários","credor_1a4217d0-fb5b-442e-a08f-4b330d535eff.csv",2379.8,2379.8,2379.8,0.0,CREDOR," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Gab. Secretaria da Fazenda",Administração,"Administração Geral","OPERAÇÕES ESPECIAIS",1001,"Amortização/juros/Setenças/Ações Judiciais/Aposentados e Pensionistas"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",2379.8,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_1aedd2e8-6f10-403e-bc01-b7c4a5953b0d.csv","pagamentos_ad189375-b096-481d-b2e5-76de49d79dcb.csv","dotacaoOrcamentaria_0429039d-550e-4c83-b3c4-9998efca3ccf.csv"," ","documentosFiscais_6898e60a-00be-48a2-888d-c40e23536a30.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-06-27," ",4372,10722241,"SEC. MUN. DA FAZENDA","Ref. honorários advocatícios, extraído dos autos n 5006972-55.2024.8.24.0020. Cfe. Doc. Anexo.",Ordinário,33903966000000,"Serviços Judiciários","credor_0e7dc648-346c-4b04-b741-4b1fb5392230.csv",4288.4,4288.4,4288.4,0.0,CREDOR," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Gab. Secretaria da Fazenda",Administração,"Administração Geral","OPERAÇÕES ESPECIAIS",1001,"Amortização/juros/Setenças/Ações Judiciais/Aposentados e Pensionistas"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",4288.4,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_36f20085-60e3-43fb-b9c4-9acef9558b9c.csv","pagamentos_2194c488-6bf2-4e27-b9ed-e9e4a72309e9.csv","dotacaoOrcamentaria_3d6aa676-2ab7-4054-84dc-5d45cd0d1f54.csv"," ","documentosFiscais_c6955242-3dbc-47ec-b317-aa34559c381c.csv"," "," "
