nomeEntidade,anoCadastro,anoExercicio,dataEmpenho,licitacao,numeroEmpenho,idElemento,descricaoOrgao,historicoEmpenho,tipoEmpenho,mascaraElemento,descricaoElemento,credor,valorEmpenho,valorLiquidadoEmpenho,valorPagoEmpenho,saldoAPagar,categoriaEmpenho,numeroControleProcesso,modalidadeAplicacao,idRecurso,descricaoRecurso,tipoRecurso,finalidade,tipoPoderOrgao,descricaoUnidade,descricaoFuncao,descricaoSubfuncao,descricaoPrograma,idProjetoAtividade,"descricaoProjetoAtividade","descricaoAplicacaoRecurso",grupoElemento,"descricaoDetalhamentoElemento",valorEmpenhado,ValorAnuladoEmpenho,valorPagoRestosEmpenho,"valorRestosAPagarNaoProcessados","valorRestosAPagarProcessados","valorRestosAPagarCancelados",saldoALiquidar,saldoAPagarLiquidado,contrato,anulacoes,itens,liquidacoes,pagamentos,dotacaoOrcamentaria,convenio,documentosFiscais,parcelas,documentosRelacionados
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-02-01," ",1119,10722296,"SEC. MUN. DE EDUCAÇÃO","Ref. R.R.T. n 13941824, projeto da EMEB Francisco Skrabski. Cfe. Doc. Anexo.",Ordinário,33904710000000,Taxas,"credor_b72f3ace-eadb-4637-b81d-dfeabf15ed57.csv",119.61,119.61,119.61,0.0,CREDOR," ","Aplicações Diretas",150010010101,"Receitas de Impostos e de Transferência de Impostos - Educação",Ordinário," ",Executivo,"Unidades Escolares",Educação,"Ensino Fundamental","GESTÃO DE QUALIDADE NO ENSINO",1032,"Unidades Escolares - Ensino Fundamental"," ","OUTRAS DESPESAS CORRENTES","Obrigações Tributárias e Contributivas",119.61,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_9d6652b8-c683-48f2-beee-dbbe55856269.csv","pagamentos_8097659d-754e-436f-9d72-0c39b0588baf.csv","dotacaoOrcamentaria_f2160592-ddf2-42ec-ba66-f38065d9ea61.csv"," ","documentosFiscais_4dc73fa2-2a94-445b-9347-88df339cddf0.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-02-01," ",1120,10722037,"GABINETE DO PREFEITO","Ref. diária sem pernoite, para cobrir despesas de viagem de sua ida a cidade de Florianópolis/SC, no dia 02 de fevereiro de 2024, a serviço deste município.",Ordinário,33901414000000,"Diárias no País - Civil","credor_5eb47f0f-876f-42a9-aecd-00a33a7ff768.csv",79.79,79.79,79.79,0.0,DIARIA," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Gabinete do Prefeito",Administração,"Administração Geral","GESTÃO ADMINISTRATIVA",1002,"Manut. Funcional do Gabinete do Prefeito"," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",79.79,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_af977867-0964-4905-8821-f346ebc8945f.csv","pagamentos_a7596a9d-033e-4541-954d-828663d3d6ee.csv","dotacaoOrcamentaria_fc3414b4-7185-4dad-876c-6665622b305a.csv"," ","documentosFiscais_2e567aa2-0e8e-4e3b-9b36-6cdfe6bcb6ed.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-02-01," ",1121,10722037,"GABINETE DO PREFEITO","Ref. diária sem pernoite, para cobrir despesas de viagem de sua ida a cidade de Florianópolis/SC, no dia 02 de fevereiro de 2024, a serviço deste município.",Ordinário,33901414000000,"Diárias no País - Civil","credor_76a24330-cde8-4d33-a850-43a2b744bb2c.csv",170.97,170.97,170.97,0.0,DIARIA," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Gabinete do Prefeito",Administração,"Administração Geral","GESTÃO ADMINISTRATIVA",1002,"Manut. Funcional do Gabinete do Prefeito"," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",170.97,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_c59e81b9-79d4-4c3c-9d88-97481efd1c3c.csv","pagamentos_79205ae6-6583-4d79-a0a6-4b3f3ca95620.csv","dotacaoOrcamentaria_c891e338-7eda-4703-bf93-c44ee628667d.csv"," ","documentosFiscais_e219947f-03d6-411d-b87a-0ca46bdc7eca.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-02-01," ",1122,10722037,"GABINETE DO PREFEITO","Ref. diária sem pernoite, para cobrir despesas de viagem de sua ida a cidade de Florianópolis/SC, no dia 02 de fevereiro de 2024, a serviço deste município.",Ordinário,33901414000000,"Diárias no País - Civil","credor_a429c7fa-aca5-49a7-8747-41c64dc3fa9b.csv",79.79,79.79,79.79,0.0,DIARIA," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Diretoria Executiva de Comunicação",Administração,"Administração Geral","GESTÃO ADMINISTRATIVA",1011,"Manut. da Diretoria de Comunicação"," ","OUTRAS DESPESAS CORRENTES","Diárias - Civil",79.79,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_f0844795-dc03-46e9-858d-9a184e64306a.csv","pagamentos_c3a063e4-be83-4b62-88e5-98e85a82a010.csv","dotacaoOrcamentaria_144227aa-38a5-41df-a24a-a158f167b57d.csv"," ","documentosFiscais_cabaa24b-81cf-452b-a141-29976d55cb0f.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-02-01,"licitacao_186503bf-bba6-4747-a2fd-38531d8e0273.csv",1123,10722379,"SEC. MUN. DA FAZENDA","Ref. a autorização pelo memorando n 06/2024 da Gerência de Agricultura e Agronegócio e Nota Técnica n 002/2020 da Controladoria Geral do Município. 
Prestação de serviços de Assistência Técnica e Extensão Rural pela CONTRATADA para a CONTRATANTE, contendo as ações descritas no Plano Anual de Trabalho (PAT), no município de Criciúma/SC. Cfe. termo aditivo 04 do contrato n 134/2020, de 08/06/2020.",Ordinário,33909235000000,"Serviços de Consultoria","credor_433805b6-1772-474b-bf98-adcbcb4e06d7.csv",5614.62,5614.62,5614.62,0.0,PROCESSO," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,Agricultura,Agricultura,"Extensão Rural","GESTÃO FISCAL E FINANCEIRA",1026,"Manut. Fdo. Gerência de Agricultura e Agronegócio"," ","OUTRAS DESPESAS CORRENTES","Despesas de Exercícios Anteriores",5614.62,0.0,0,0,0,0,0.0,0.0,"contrato_2a788662-8dcf-425c-a1c2-dab5a4fd069d.csv"," "," ","liquidacoes_4caca6d2-7993-4550-b660-ec955f996252.csv","pagamentos_1902ffb4-9882-4161-9b1a-d34310c01931.csv","dotacaoOrcamentaria_2cb9f04a-dc1b-45a6-b0c5-5b8cad0b5b46.csv"," ","documentosFiscais_4abe3937-826c-484b-909b-2b68a39902d3.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-02-01,"licitacao_3d7bd952-7fc3-459a-9323-5f2ec08a1299.csv",1124,10722191,"SEC. MUN. DA FAZENDA","Ref. a autorização pelo memorando n 06/2024 da Gerência de Agricultura e Agronegócio.
Prestação de serviços de Assistência Técnica e Extensão Rural pela CONTRATADA para a CONTRATANTE, contendo as ações descritas no Plano Anual de Trabalho (PAT), no município de Criciúma/SC. Cfe. termo aditivo 04 do contrato n 134/2020, de 08/06/2020.",Ordinário,33903905000000,"Serviços Técnicos Profissionais","credor_73e42d84-aed0-48d0-9d80-80c2aefb70b8.csv",5614.62,5614.62,5614.62,0.0,PROCESSO," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,Agricultura,Agricultura,"Extensão Rural","GESTÃO FISCAL E FINANCEIRA",1026,"Manut. Fdo. Gerência de Agricultura e Agronegócio"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",5614.62,0.0,0,0,0,0,0.0,0.0,"contrato_751f4f81-ea36-4a36-b62c-a9390ee7f0ea.csv"," "," ","liquidacoes_f5fdbdc5-a8ef-4ae5-9e7c-16fcac3a0fba.csv","pagamentos_c4321ad6-ebb7-4190-b286-126e2b05c1da.csv","dotacaoOrcamentaria_be3bbafe-e138-43f2-b664-f5ff5e2d0675.csv"," ","documentosFiscais_61cdc2c0-94bd-44ef-aa63-d24c723e3a30.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-01-02,"licitacao_0306536f-d486-4acc-97e4-042222cd7378.csv",255,10722092,"SEC. MUN. DA FAZENDA","Prestação de serviços de gerenciamento eletrônico com uso de tecnologia de cartões magnéticos individuais, através de rede de estabelecimentos credenciados para fornecimento de combustíveis e lubrificantes da frota de veículos/equipamentos e manutenção preventiva e corretiva da frota de veículos leves e pesados, equipamentos, a gasolina e a diesel, do 4 Batalhão de Bombeiro Militar de Criciúma/SC. Cfe. termo aditivo 06 do contrato n 286/2019, de 25/09/2019.",Ordinário,33903039000000,"Material para Manutenção de Veículos","credor_1bd94f78-dec2-4e5e-8a28-dcb69777aff1.csv",163331.73,57785.86,57785.86,0.0,PROCESSO," ","Aplicações Diretas",170100000164,"Transf. de Convênios Estado Não rel. educ/saude/assist. social",vinculado," ",Executivo,"Convênio Corpo de Bombeiros","Segurança Pública",Policiamento,"GESTÃO FISCAL E FINANCEIRA",1029,"Manut. do Convênio Corpo de Bombeiros"," ","OUTRAS DESPESAS CORRENTES","Material de Consumo",163331.73,105545.87,0,0,0,0,0.0,0.0,"contrato_8e26693f-e58b-4f0d-9f98-ef3bd8f864a0.csv","anulacoes_35c4eca8-747d-4fcb-ab2d-3c1f440f0f6d.csv"," ","liquidacoes_e118dfc5-7805-491f-8b39-4e1baf0a5d82.csv","pagamentos_9821b029-2277-46af-a5ce-4baa12bd6da8.csv","dotacaoOrcamentaria_e1b91af2-c6a3-4b84-b5b5-233b686bcbb5.csv"," ","documentosFiscais_570fe825-d208-4b71-8b7e-3c3691752a2b.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-01-05,"licitacao_03328cce-c846-4add-af32-6b5d862da3a0.csv",577,10723296,"GABINETE DO PREFEITO","Confecção de abrigos metálicos de ponto de ônibus, em atendimento a Diretoria de Trânsito de Transporte do município de Criciúma/SC. Cfe. termos do contrato n 219/2023, de 18/10/2023.",Ordinário,44905199000000,"Outras Obras e Instalações","credor_b6f5af91-f948-4d1c-9da7-12b7c9e16674.csv",606878.65,606878.65,606878.65,0.0,PROCESSO," ","Aplicações Diretas",175270060112,"Convênio de Trânsito - Prefeitura",vinculado," ",Executivo,"Gabinete do Prefeito",Urbanismo,"Infra-Estrutura Urbana","GESTÃO ADMINISTRATIVA",1013,"Manut. da Diretoria de Transito e Transporte"," ",INVESTIMENTOS,"Obras e Instalações",606878.65,0.0,0,0,0,0,0.0,0.0,"contrato_1e4318b9-51fe-495a-a364-e682ce2eb03d.csv"," "," ","liquidacoes_5f206f1d-802b-43ab-acda-6a6c20ba1315.csv","pagamentos_7df17f22-cbd6-4fd2-a2d6-8045b1f6913f.csv","dotacaoOrcamentaria_8edc66e3-c508-4fcb-9fbf-bad41454593b.csv"," ","documentosFiscais_09c3e46e-3c09-4868-98a7-3b0a43a632b1.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-01-05,"licitacao_9067be2b-02b5-437c-b0b5-7febc22d98f5.csv",585,10722079,"SEC. M. DE INFRAEST.,PLANEJ. E MOBILIDADE URBANA","Registro de preços, para aquisição de materiais elétricos, para uso na recuperação e manutenção (preventiva e corretiva) da rede de iluminação pública (COSIP), na manutenção de praças, parques, jardins, prédios públicos e referente ao projeto luminotécnico do Município de Criciúma/SC. Cfe. Ata RP n 6/2024.",Ordinário,33903026000000,"Material Elétrico e Eletrônico","credor_8a964d87-9f5c-4329-aa22-7b7a42fcbbed.csv",1456.45,1456.45,1456.45,0.0,PROCESSO," ","Aplicações Diretas",175100000108,"Contribuição para o Custeio dos Serviços de Iluminação Pública - COSIP",vinculado," ",Executivo,"Manut. Fdo. Iluminação Pública",Urbanismo,"Conservação de Energia","AVANÇAR CRICIUMA",1082,"Manut. Fdo. Iluminação Pública"," ","OUTRAS DESPESAS CORRENTES","Material de Consumo",1456.45,0.0,0,0,0,0,0.0,0.0," "," ","itens_cd1cfc71-eac0-4dd9-95f7-2cfd6ec9868e.csv","liquidacoes_bde74f2a-8d89-4930-aee9-5c36a263ce3b.csv","pagamentos_46540ab8-4ceb-4f76-b294-8c375bf5eaa0.csv","dotacaoOrcamentaria_d8eb9311-a588-476e-a9ee-cf55c8bb149c.csv"," ","documentosFiscais_68b76003-d0c6-413f-965a-be404b61c48e.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-01-02,"licitacao_3e624059-628f-4e44-a41d-af12d2ce2496.csv",63,10722078,"SEC. M. DE INFRAEST.,PLANEJ. E MOBILIDADE URBANA","Execução dos serviços técnicos especializados para a manutenção preventiva e corretiva, incluindo o fornecimento de peças, da Usina de Asfalto, do município de Criciúma/SC. Cfe. termos do contrato n 215/2023, de 09/10/2023.",Ordinário,33903025000000,"Material para Manutenção de Bens Móveis","credor_15d6e1d1-10d0-467b-8eae-85349fcc23d8.csv",128011.15,77212.7,77212.7,0.0,PROCESSO," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,Obras,Urbanismo,"Serviços Urbanos","AVANÇAR CRICIUMA",1073,"Manut. depto de Obras"," ","OUTRAS DESPESAS CORRENTES","Material de Consumo",128011.15,50798.45,0,0,0,0,0.0,0.0,"contrato_168c62cf-4948-4454-bfc9-ad1dc41b2adb.csv","anulacoes_be3cfeef-cf57-4906-8e8b-0566c334a830.csv"," ","liquidacoes_22c2d0f4-0c07-4b00-9112-cbedf22ac588.csv","pagamentos_c935e698-e9bc-4683-bc70-b1b160f50c22.csv","dotacaoOrcamentaria_a3d4afb9-9d6e-48f6-9229-d026b5fecf29.csv"," ","documentosFiscais_38bf1f51-57d9-48e3-9d3f-ea4e3df0db55.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-01-23,"licitacao_2cac3833-898f-41ce-aa4e-685bed141658.csv",766,10722092,"SEC. M. DE INFRAEST.,PLANEJ. E MOBILIDADE URBANA","Registro de preços de pneus, câmaras, protetores, válvulas e serviços de balanceamento, alinhamento, cambagem e montagem, para aquisições futuras, na reposição e manutenção de veículos e equipamentos rodoviários em atendimento ao Município de Criciúma/SC. Cfe. Ata RP n 54/2023.",Ordinário,33903039000000,"Material para Manutenção de Veículos","credor_5054375d-2ef2-43a9-b7b6-14085cc5f19f.csv",143674,143674.0,143674.0,0.0,PROCESSO," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Frota Municipal",Administração,"Administração Geral","AVANÇAR CRICIUMA",1084,"Frota Municipal"," ","OUTRAS DESPESAS CORRENTES","Material de Consumo",143674.0,0.0,0,0,0,0,0.0,0.0," "," ","itens_9942ff49-5c3d-412e-8149-238f9db17fc8.csv","liquidacoes_e61a9917-cf49-47db-b75b-24130a4cc260.csv","pagamentos_b72504b3-f9c7-423b-9ad9-4a9e918b3ee3.csv","dotacaoOrcamentaria_1e22ce1f-a71d-4b67-b257-e12f3c89b2bf.csv"," ","documentosFiscais_217a0b26-9768-489d-ba82-0dfa810bd269.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-01-23,"licitacao_2f928ccb-8e7a-40fa-b173-fb6e1ff4d178.csv",767,10722203,"SEC. M. DE INFRAEST.,PLANEJ. E MOBILIDADE URBANA","Registro de preços de pneus, câmaras, protetores, válvulas e serviços de balanceamento, alinhamento, cambagem e montagem, para aquisições futuras, na reposição e manutenção de veículos e equipamentos rodoviários em atendimento ao Município de Criciúma/SC. Cfe. Ata RP n 54/2023.",Ordinário,33903919000000,"Manutenção e Conservação de Veículos","credor_cd3f254c-1a87-4957-9d64-57d5867a3250.csv",12789,12789.0,12789.0,0.0,PROCESSO," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Frota Municipal",Administração,"Administração Geral","AVANÇAR CRICIUMA",1084,"Frota Municipal"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",12789.0,0.0,0,0,0,0,0.0,0.0," "," ","itens_8a62ba7a-23cc-437c-99ed-e529921bd7a5.csv","liquidacoes_fe9bfb66-ebfe-40e8-8595-c2d4d8ee0063.csv","pagamentos_e14b6e22-e8ce-4d90-8fc6-dae44a7b8231.csv","dotacaoOrcamentaria_b3342295-80c8-4295-8555-89e97ae73bd1.csv"," ","documentosFiscais_24333677-d453-481d-8f05-4536552303f8.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-01-04,"licitacao_ab589ec8-244f-41c1-9bb8-fa81b6356acc.csv",446,10722092,"SEC. M. DE INFRAEST.,PLANEJ. E MOBILIDADE URBANA","Registro de preços de peças para aquisições futuras, na manutenção preventiva, preditiva e corretiva de equipamentos pesados e rodoviários, da frota do município de Criciúma/SC. Cfe. Ata RP n 33/2023.",Ordinário,33903039000000,"Material para Manutenção de Veículos","credor_32386348-766e-45e4-aa9a-f468f1de9198.csv",26630.4,26630.3,26630.3,0.0,PROCESSO," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Frota Municipal",Administração,"Administração Geral","AVANÇAR CRICIUMA",1084,"Frota Municipal"," ","OUTRAS DESPESAS CORRENTES","Material de Consumo",26630.4,0.1,0,0,0,0,0.0,0.0," ","anulacoes_632102be-a2ae-4556-9f80-7fbd8a303048.csv","itens_ef99cc40-2155-43da-a0e2-26ebd07ac3c6.csv","liquidacoes_948c8523-1644-4d8c-8302-63dc43b2cdf4.csv","pagamentos_90e71895-5b54-4002-bac0-ec150479f8db.csv","dotacaoOrcamentaria_6e283efb-e282-47eb-a34c-c113952af7df.csv"," ","documentosFiscais_82fde91b-e5da-4c00-b10d-05c65400bfc5.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-01-04,"licitacao_8ba91961-d405-4704-a4f4-a6d68efc6f70.csv",447,10722203,"SEC. M. DE INFRAEST.,PLANEJ. E MOBILIDADE URBANA","Registro de preços de serviços para aquisições futuras, na manutenção preventiva, preditiva e corretiva de equipamentos pesados e rodoviários, da frota do município de Criciúma/SC. Cfe. Ata RP n 33/2023.",Ordinário,33903919000000,"Manutenção e Conservação de Veículos","credor_adbab13e-ab77-4bba-92a3-782ba8dafbb7.csv",14366.4,14366.26,14366.26,0.0,PROCESSO," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Frota Municipal",Administração,"Administração Geral","AVANÇAR CRICIUMA",1084,"Frota Municipal"," ","OUTRAS DESPESAS CORRENTES","Outros Serviços de Terceiros - Pessoa Jurídica",14366.4,0.14,0,0,0,0,0.0,0.0," ","anulacoes_00b7a7ef-3d01-4875-b01d-703a8ce3787b.csv","itens_fa53c136-877f-4c93-94b2-1f6ef4e2504f.csv","liquidacoes_ef556f0a-d5f8-46dd-a18e-bf41ee6438d6.csv","pagamentos_26ab082c-66be-4d45-bef8-3157db150814.csv","dotacaoOrcamentaria_99a40da6-6d56-4b7f-bcc1-d7697f778ebd.csv"," ","documentosFiscais_dad3fdb3-fe25-4c96-a7c2-bf3a53a94852.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-01-30," ",885,10720893,"SEC. MUN. DE EDUCAÇÃO","PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2024",Ordinário,31901145000000,"férias - abono constitucional","credor_a8132a63-9792-4578-afcf-24bfb3acc6fb.csv",10219.47,10219.47,10219.47,0.0,FOLHA," ","Aplicações Diretas",154010700118,"Transferências do FUNDEB - 70%",vinculado," ",Executivo,FUNDEB,Educação,"Ensino Fundamental","GESTÃO DE QUALIDADE NO ENSINO",1033,"Funcional do FUNDEB (Folha Pagamanento)"," ","PESSOAL E ENCARGOS SOCIAIS","Vencimentos e Vantagens Fixas - Pessoal Civil",10219.47,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_fa19c919-c655-403a-aaea-90f77e2d31a9.csv","pagamentos_5b7a0c9b-49f7-4df4-9f9d-4a65da2aaffe.csv","dotacaoOrcamentaria_b27d4e3f-069e-46f5-b265-affe71026771.csv"," ","documentosFiscais_2def5c1a-1f7d-46a5-a4d4-044577ec7de2.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-01-30," ",888,10720893,"PROCURADORIA GERAL DO MUNICIPIO","PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2024",Ordinário,31901145000000,"férias - abono constitucional","credor_57bf7c43-fbd3-41b2-883b-563aacc8ba91.csv",8188.13,8188.13,8188.13,0.0,FOLHA," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Defensoria Publica",Judiciária,"Ação Judiciária","DEFENSORIA PUBLICA",1016,"Manut. da Procuradoria Geral"," ","PESSOAL E ENCARGOS SOCIAIS","Vencimentos e Vantagens Fixas - Pessoal Civil",8188.13,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_59fbecd1-81b3-4f2a-a85e-ab3462bfe8e4.csv","pagamentos_30442846-a225-46d8-bfd9-326420c22530.csv","dotacaoOrcamentaria_4cf4eb7f-6179-49f9-bf85-d9e81fa10a1e.csv"," ","documentosFiscais_731e6fc4-828b-4308-81c5-63c1aaf7a5c7.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-01-30," ",889,10720893,"SEC. M. DE INFRAEST.,PLANEJ. E MOBILIDADE URBANA","PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2024",Ordinário,31901145000000,"férias - abono constitucional","credor_81de0e7f-9b44-4fc7-8202-1c4c3fac35af.csv",21835.44,21835.44,21835.44,0.0,FOLHA," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Edificações Públicas",Urbanismo,"Serviços Urbanos","AVANÇAR CRICIUMA",1086,"Manut. das Intendencias do Rio Maina/Santa Luzia/Prospera/Quarta Linha"," ","PESSOAL E ENCARGOS SOCIAIS","Vencimentos e Vantagens Fixas - Pessoal Civil",21835.44,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_a2722052-5d7f-4328-8d93-56bbc1b534ad.csv","pagamentos_99c30a1d-6101-4408-a235-eba808d38a03.csv","dotacaoOrcamentaria_b9af637d-13bd-4559-bb5b-735737cec25c.csv"," ","documentosFiscais_c63f495b-91f8-4524-a84a-a334f73a0c4a.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-01-30," ",892,10720893,"GABINETE DO PREFEITO","PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2024",Ordinário,31901145000000,"férias - abono constitucional","credor_d46fc210-1dc2-43d1-ba28-321db72f0905.csv",1320.5,1320.5,1320.5,0.0,FOLHA," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Gabinete do Prefeito",Administração,"Administração Geral","GESTÃO ADMINISTRATIVA",1012,"Manut. da Diretoria de Logistica"," ","PESSOAL E ENCARGOS SOCIAIS","Vencimentos e Vantagens Fixas - Pessoal Civil",1320.5,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_b4a2be49-ac0f-4343-b10f-72cdf0b11415.csv","pagamentos_1f1f4956-1a40-489a-a9d0-a41a8e022297.csv","dotacaoOrcamentaria_746442a5-fad8-4bf6-bde3-9f4ac24df2cb.csv"," ","documentosFiscais_58da2dde-7030-4025-b465-28f59975eee7.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-01-30," ",893,10720893,"SEC. MUN. DA FAZENDA","PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2024",Ordinário,31901145000000,"férias - abono constitucional","credor_4bbe0536-9a85-42f5-87bd-250643ad48fe.csv",12736.62,12736.62,12736.62,0.0,FOLHA," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,Financeiro,Administração,"Administração Geral","GESTÃO FISCAL E FINANCEIRA",1237,"Manutenção do Apoio Administrativo, Contribuição a Entidades Associativas"," ","PESSOAL E ENCARGOS SOCIAIS","Vencimentos e Vantagens Fixas - Pessoal Civil",12736.62,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_e33f5caa-b3f4-4fce-84ec-1bc2e1fa6182.csv","pagamentos_e9670c6e-d27b-4ba8-bb8e-114b93e519c2.csv","dotacaoOrcamentaria_fe6d64b5-acc9-432b-a016-ed3c17e113c5.csv"," ","documentosFiscais_4b2880b6-d7e1-4302-8270-3d73cc913f25.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-01-30," ",894,10720893,"SEC. MUN. DA FAZENDA","PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2024",Ordinário,31901145000000,"férias - abono constitucional","credor_7eb54ebe-a2d7-4987-8dae-a72a4599b4cc.csv",9400.84,9400.84,9400.84,0.0,FOLHA," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Arrecadação e Fiscalização",Administração,"Administração Geral","GESTÃO FISCAL E FINANCEIRA",1022,"Manut. da Arrecadação, Fiscalização, Cadastro Imobiliario"," ","PESSOAL E ENCARGOS SOCIAIS","Vencimentos e Vantagens Fixas - Pessoal Civil",9400.84,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_59b87143-af2b-4cb2-ab99-8d6a71af5bcf.csv","pagamentos_b8e11dc4-668f-4904-8a13-2aa76bcfdbcb.csv","dotacaoOrcamentaria_c180bdbd-88c6-4758-a308-1f1f89c33d85.csv"," ","documentosFiscais_40f567c2-2f29-494b-a783-a152f10084bc.csv"," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2024,2024,2024-01-30," ",895,10720893,"GABINETE DO PREFEITO","PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2024",Ordinário,31901145000000,"férias - abono constitucional","credor_1284d119-b799-4ea0-b899-094e5f6abe6f.csv",2062.88,2062.88,2062.88,0.0,FOLHA," ","Aplicações Diretas",150000000100,"Recursos Ordinários",Ordinário," ",Executivo,"Diretoria Executiva de Tecnologia de Informação",Administração,"Tecnologia da Informatização","GESTÃO ADMINISTRATIVA",1010,"Manut. da Direitoria de Tecnologia da Informação"," ","PESSOAL E ENCARGOS SOCIAIS","Vencimentos e Vantagens Fixas - Pessoal Civil",2062.88,0.0,0,0,0,0,0.0,0.0," "," "," ","liquidacoes_0d1867bd-06b4-4368-b0f7-56501ef0d8b2.csv","pagamentos_19caf7cb-f81d-4b04-864d-2f21ac485c55.csv","dotacaoOrcamentaria_bc3cdcb6-8398-4353-8b9b-8589e78e37e0.csv"," ","documentosFiscais_7e87b032-c0fa-401e-be0a-026518f32b11.csv"," "," "
