nomeEntidade,ano,descricaoPrograma,descricao,objetivo,descricaoOrgao,descricaoUnidade,descricaoFuncao,descricaoSubfuncao,idAcao,descricaoAcao,natureza,idDespesa,numeroElemento,descricaoElemento,descricaoLocalizador,categoriaEconomica,valorOrcado,valorOrcadoAlterado,valorOrcadoAtualizado,valorEmpenhado,valorEmpenhadoAtualizado,valorLiquidado,valorLiquidadoAtualizado,valorALiquidar,valorPago,valorPagoAnulado,valorPagoAtualizado,valorAPagarEmpenhado,valorAPagarLiquidado,"percentualEmpenhadoSobreOrcadoInicial","percentualEmpenhadoSobreOrcadoAtualizado","percentualLiquidadoSobreOrcadoInicial","percentualLiquidadoSobreOrcadoAtualizado","percentualPagoSobreOrcadoInicial","percentualPagoSobreOrcadoAtualizado",fontesRecursos,informacaoPlanejamento,empenhos,suplementacoes,descricaoRecurso
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. da Superintendência de Organizações Comunitárias","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","GABINETE DO PREFEITO","Superintendência de Organizações Comunitárias",Administração,"Administração Geral",1007,"Manut. da Superintendência de Organizações Comunitárias","APLICAÇÕES DIRETAS",54,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",20000,0,20000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_c48c5fea-d1ce-417f-8d08-7dc095d2322c.csv","informacaoPlanejamento_1e39e16b-016f-4259-926c-4f41795ed52a.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manutenção da Diretoria de Atos Oficiais e Gestão de Pessoas","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","GABINETE DO PREFEITO","Diretoria de Atos de Oficiais e Gestão de Pessoas",Administração,"Administração Geral",1246,"Manutenção da Diretoria de Atos Oficiais e Gestão de Pessoas","TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS",19,33500000000000,"TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",1500000,0,1500000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_c2769d7b-c3fd-43c8-b5cf-65da9ef48439.csv","informacaoPlanejamento_82386831-601f-41d8-9ca2-e1a316a0d70c.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manutenção da Diretoria de Transparência e Acesso à Informação","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SECRETARIA DE GOVERNANÇA","Diretoria de Transparência e Acesso à Informação",Administração,"Tecnologia da Informatização",1254,"Manutenção da Diretoria de Transparência e Acesso à Informação","APLICAÇÕES DIRETAS",217,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",50000,0,50000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_c58ae4f8-be7c-44ca-bec6-5654af628859.csv","informacaoPlanejamento_1283a4cd-fda2-48ef-82f1-7a3cb2d2d576.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manutenção da Diretoria de Planejamento e Estratégia","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SECRETARIA DE GOVERNANÇA","Diretoria de Planejamento e Estratégia",Administração,"Administração Geral",1253,"Manutenção da Diretoria de Planejamento e Estratégia","APLICAÇÕES DIRETAS",214,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",50000,0,50000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_8a380217-d5bb-45a5-89b0-d52cae229280.csv","informacaoPlanejamento_fe7cab0a-3725-4357-953a-1433bdf58e8f.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Construção Centro de Treinamento do Futebol Feminino","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SECRETARIA DE INFRAESTRUTURA E OBRAS","Edificações Públicas","Desporto e Lazer","Desporto de Rendimento",1272,"Construção Centro de Treinamento do Futebol Feminino","APLICAÇÕES DIRETAS",185,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",100000,0,100000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_4ed3e192-1fc6-4a6f-8bc7-50ccf395c82b.csv","informacaoPlanejamento_cbc8df63-29df-45a1-a572-5cc76bbbcdbd.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"PROTEÇÃO INTEGRADA","Manut. do Convênio Corpo de Bombeiros","Integrar a atuação municipal às forças estaduais de segurança - Polícia Militar, Polícia Civil e Corpo de Bombeiros - por meio da manutenção e ampliação de convênios, intensificando o policiamento ostensivo, mantendo a segurança, qualificando a investigação, reduzindo índices de criminalidade e o tempo médio de resposta a incêndios e outras emergências. Em paralelo, coordenar em com a União os serviços relacionados ao alistamento militar obrigatório; universalizando o  alistamento, sanando pendências, modernizando processos e difundindo o civismo entre a juventude.","SEC. MUN. DA FAZENDA","Convênio Corpo de Bombeiros","Segurança Pública","Defesa Civil",1029,"Manut. do Convênio Corpo de Bombeiros","TRANSFERÊNCIAS A ESTADOS E AO DISTRITO FEDERAL",97,33300000000000,"TRANSFERÊNCIAS A ESTADOS E AO DISTRITO FEDERAL","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",100000,0,100000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_138eb09b-e274-4ed9-a046-4593c3d8efae.csv","informacaoPlanejamento_ca200246-6cca-4733-8274-f4217da77691.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"GESTÃO E EQUILÍBRIO FISCAL","Programa MÃO NA RODA","Garantir a estabilidade macroeconômica e o equilíbrio fiscal do município, buscando uma gestão financeira sustentável, por meio do controle da aplicação dos recursos públicos e acompanhamento da execução financeira.","SEC. DES. ECONÔMICO, INDÚSTRIA, COMÉRCIO E SERVIÇO","Diretoria de Empreendedorismo","Comércio e Serviços","Serviços Financeiros",1239,"Programa MÃO NA RODA","APLICAÇÕES DIRETAS",248,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",200000,0,200000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_e45a45f9-8897-4ddf-9ea0-80978fe3d6f8.csv","informacaoPlanejamento_50d0c895-39f0-46f4-b635-69347950d0db.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. Fdo. Gerência de Agricultura e Agronegócio / Diretoria de Agricultura","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SEC. DES. ECONÔMICO, INDÚSTRIA, COMÉRCIO E SERVIÇO","Diretoria de Agricultura",Agricultura,"Extensão Rural",1026,"Manut. Fdo. Gerência de Agricultura e Agronegócio / Diretoria de Agricultura","TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS",237,33500000000000,"TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",20000,0,20000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_92d3db10-2841-44be-abc0-834c8e855ff7.csv","informacaoPlanejamento_3bd686be-c954-42ba-8c8a-520d2085222b.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. do Conselho Tutelar","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","GABINETE DO PREFEITO","Conselho Tutelar","Assistência Social","Assistência à Criança e ao Adolescente",1009,"Manut. do Conselho Tutelar","APLICAÇÕES DIRETAS",47,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",20000,0,20000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_d81288cd-9352-4f7b-a631-47ac28f1681b.csv","informacaoPlanejamento_d4b95d3e-abe5-4d30-92b0-c870c0193715.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"GESTÃO E EQUILÍBRIO FISCAL","Manut. da Tesouraria e Contabilidade - Financeiro","Garantir a estabilidade macroeconômica e o equilíbrio fiscal do município, buscando uma gestão financeira sustentável, por meio do controle da aplicação dos recursos públicos e acompanhamento da execução financeira.","SEC. MUN. DA FAZENDA","Administração Fazendária",Administração,"Administração Financeira",1023,"Manut. da Tesouraria e Contabilidade - Financeiro","APLICAÇÕES DIRETAS",84,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",50000,0,50000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_fe126d54-ac93-411f-8174-bec9eb3988a9.csv","informacaoPlanejamento_8585975e-b686-4e88-820b-09aeb1dace90.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. da Diretoria de Cadastro Imobiliário","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SEC. MUN. DA FAZENDA","Diretoria de Cadastro Imobiliário",Administração,"Administração Geral",1022,"Manut. da Diretoria de Cadastro Imobiliário","APLICAÇÕES DIRETAS",90,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",100000,0,100000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_24056332-cc4c-42fb-9240-a63795b3c86f.csv","informacaoPlanejamento_45061b77-5ac7-4ecb-b4a2-bcba485316d7.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manutenção Fdo Municipal do Turismo-FUMTUR / Diretoria de Turismo","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SEC. DES. ECONÔMICO, INDÚSTRIA, COMÉRCIO E SERVIÇO","Diretoria de Turismo","Comércio e Serviços",Turismo,1219,"Manutenção Fdo Municipal do Turismo-FUMTUR / Diretoria de Turismo","APLICAÇÕES DIRETAS",235,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",60000,0,60000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_f78fde0d-e0ff-4eaa-a8a8-7892a9ea1462.csv","informacaoPlanejamento_74bcac83-e695-4018-a973-2537b9c91100.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Parque Empresarial ""Leonardo da Vinci""","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SECRETARIA DE INFRAESTRUTURA E OBRAS","Edificações Públicas","Comércio e Serviços","Promoção Comercial",1275,"Parque Empresarial ""Leonardo da Vinci""","APLICAÇÕES DIRETAS",187,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",2500000,0,2500000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_f6dd40e4-7e5c-45ca-9612-37c2e74575a5.csv","informacaoPlanejamento_baa9d555-4dee-436e-a0ff-4c98733443b2.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Parque Empresarial ""Leonardo da Vinci""","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SECRETARIA DE INFRAESTRUTURA E OBRAS","Edificações Públicas","Comércio e Serviços","Promoção Comercial",1275,"Parque Empresarial ""Leonardo da Vinci""","APLICAÇÕES DIRETAS",186,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",50000,0,50000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_d4572345-5418-4a2d-ab38-1a0b9f7b9d6f.csv","informacaoPlanejamento_7e07cc96-343a-48b3-97a2-7ad0f29ecbea.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Manutenção da Diretoria de Empreendedorismo","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SEC. DES. ECONÔMICO, INDÚSTRIA, COMÉRCIO E SERVIÇO","Diretoria de Empreendedorismo",Administração,"Administração Geral",1260,"Manutenção da Diretoria de Empreendedorismo","APLICAÇÕES DIRETAS",251,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",20000,0,20000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_cb326fc2-8f5f-4451-bcbd-28fe13adcfb2.csv","informacaoPlanejamento_9c767200-0dae-4b72-9cc6-10eb00648f4b.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. da Diretoria de Transito e Transporte","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","GABINETE DO PREFEITO","Diretoria de Transito e Transporte",Transporte,"Transporte Rodoviário",1013,"Manut. da Diretoria de Transito e Transporte","APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DA SEGURIDADE SOCIAL",27,31910000000000,"APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DA SEGURIDADE SOCIAL","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",50000,0,50000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_7d8a7b5b-3d57-4572-93a4-c507ce1ec7a5.csv","informacaoPlanejamento_95677c22-5acb-4813-b035-62b7bb685e72.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manutenção do Fundo Municipal de Inovação","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SEC. DES. ECONÔMICO, INDÚSTRIA, COMÉRCIO E SERVIÇO","Diretoria de Empreendedorismo","Ciência e Tecnologia","Difusão do Conhecimento Científico e Tecnológico",1208,"Manutenção do Fundo Municipal de Inovação","TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS",242,33600000000000,"TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",100000,0,100000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_088c7c5b-5755-4ef2-a885-21b81b7d0837.csv","informacaoPlanejamento_6f1ba962-93ae-4f67-922a-cf11bd65b15e.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manutenção do Fundo Municipal de Inovação","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SEC. DES. ECONÔMICO, INDÚSTRIA, COMÉRCIO E SERVIÇO","Diretoria de Empreendedorismo","Ciência e Tecnologia","Difusão do Conhecimento Científico e Tecnológico",1208,"Manutenção do Fundo Municipal de Inovação","TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS",244,44500000000000,"TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",100000,0,100000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_fc472e99-bb57-4080-b85e-90defd110f12.csv","informacaoPlanejamento_69c48298-10e0-4bf3-bd55-53fe43b53290.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS SUPORTE À GESTÃO","Manut. do Gabinete/Assessoria do Vice Prefeito","Integrar e fortalecer as ações de apoio técnico, operacional, tecnológico e administrativo que garantam maior eficiência à gestão pública municipal. Assegurar que os processos internos estejam alinhados com as metas estratégicas do governo, contribuindo diretamente para a modernização e otimização da administração.","GABINETE DO VICE-PREFEITO","Gabinete do Vice-Prefeito / Assess. Vice-Prefeito",Administração,"Administração Geral",1015,"Manut. do Gabinete/Assessoria do Vice Prefeito","APLICAÇÕES DIRETAS",62,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",30000,0,30000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_c19abe8a-d316-4e01-bb5f-901d4a1f6b87.csv","informacaoPlanejamento_b3975ded-6edf-4fcf-baa5-d2bbcc363327.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Pavimentação/Recup/Revitalização/Mobilidade Urbana/Emprestimo FONPLATA, BNDES/BRDE","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SECRETARIA DE INFRAESTRUTURA E OBRAS","Abertura/Pavimentação/Manut. de Vias Públicas",Urbanismo,"Infra-Estrutura Urbana",1079,"Pavimentação/Recup/Revitalização/Mobilidade Urbana/Emprestimo FONPLATA, BNDES/BRDE","APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO DE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DA SEGURIDADE SOCIAL COM CONSÓRCIO PÚBLICO D",172,33930000000000,"APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO DE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DA SEGURIDADE SOCIAL COM CONSÓRCIO PÚBLICO D","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",3500000,0,3500000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_42653801-d1dd-4491-8091-41e6f9635295.csv","informacaoPlanejamento_85c1d14d-365e-422d-9af4-dd3cb939588b.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"PROTEÇÃO INTEGRADA","Manut. da Junta de Serviço Militar","Integrar a atuação municipal às forças estaduais de segurança - Polícia Militar, Polícia Civil e Corpo de Bombeiros - por meio da manutenção e ampliação de convênios, intensificando o policiamento ostensivo, mantendo a segurança, qualificando a investigação, reduzindo índices de criminalidade e o tempo médio de resposta a incêndios e outras emergências. Em paralelo, coordenar em com a União os serviços relacionados ao alistamento militar obrigatório; universalizando o  alistamento, sanando pendências, modernizando processos e difundindo o civismo entre a juventude.","GABINETE DO PREFEITO","Junta de Serviço Militar","Defesa Nacional","Defesa Terrestre",1005,"Manut. da Junta de Serviço Militar","APLICAÇÕES DIRETAS",12,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",20000,0,20000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_b5602ee7-4c5a-4d8c-b4da-17c148d3d85c.csv","informacaoPlanejamento_778d5880-0ac5-48df-854e-8fbfa7bf1e0f.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Fundo 169","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SECRETARIA DE INFRAESTRUTURA E OBRAS","Manut. Fdo. de Desenvolvimento Municipal/FUNDEM",Administração,"Administração Geral",1231,"Fundo 169","APLICAÇÕES DIRETAS",196,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",1500000,0,1500000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_1a7fb194-472d-4de9-aad5-56f5c43ad4eb.csv","informacaoPlanejamento_457fb8a5-37cc-4cb0-a217-55f393359dfd.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS SOLIDARIEDADE","Manut. do Fundo do Idoso - Proteção ao Idoso","Promover a proteção social, garantindo a atenção integral a indivíduos e famílias em situação de vulnerabilidade ou risco social, por meio de ações de assistência básica e especial. Fortalecer os serviços, programas, projetos e benefícios socioassistenciais no âmbito do SUAS (Sistema Único de Assistência Social). Desenvolver políticas públicas de habitação social, viabilizando moradia digna à população de baixa renda, por meio da gestão do Fundo Municipal de Habitação e Interesse Social.","GABINETE DO PREFEITO","Proteção ao Idoso / Fundo do Idoso","Assistência Social","Assistência ao Idoso",1014,"Manut. do Fundo do Idoso - Proteção ao Idoso","APLICAÇÕES DIRETAS",48,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",50000,0,50000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_e879327d-467a-4c1f-bfaa-6b3ba06e7305.csv","informacaoPlanejamento_00834ab5-8684-4f51-9ae3-c4889e1d3345.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS CONSCIÊNCIA AMBIENTAL","Manut. da Diretoria de Meio Ambiente","Promover educação ambiental e incentivar a conscientização ambiental. Também fortalecer a fiscalização municipal.","COMITÊ DE MEIO AMBIENTE E SANEAMENTO BÁSICO","Diretoria de Meio Ambiente","Gestão Ambiental","Administração Geral",1221,"Manut. da Diretoria de Meio Ambiente","APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DA SEGURIDADE SOCIAL",256,31910000000000,"APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÃO ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGRANTES DOS ORÇAMENTOS FISCAL E DA SEGURIDADE SOCIAL","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",300000,0,300000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_726cc30c-b98d-4c6f-9be5-0fbcece8d632.csv","informacaoPlanejamento_ee0dfa1a-95af-4129-9b30-3c0c8d6b860a.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manutenção da Diretoria de Convênios e Captação de Recursos","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SECRETARIA DE GOVERNANÇA","Diretoria de Convênios e Captação de Recursos",Administração,"Tecnologia da Informatização",1252,"Manutenção da Diretoria de Convênios e Captação de Recursos","APLICAÇÕES DIRETAS",211,44900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS DE CAPITAL",50000,0,50000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_f99909fe-c5fc-4f35-b060-ae964bb98d48.csv","informacaoPlanejamento_bca298f3-08ea-472b-b07d-b92743d34e4e.csv"," "," "," "
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"GESTÃO E EQUILÍBRIO FISCAL","Programa MÃO NA RODA","Garantir a estabilidade macroeconômica e o equilíbrio fiscal do município, buscando uma gestão financeira sustentável, por meio do controle da aplicação dos recursos públicos e acompanhamento da execução financeira.","SEC. DES. ECONÔMICO, INDÚSTRIA, COMÉRCIO E SERVIÇO","Diretoria de Empreendedorismo","Comércio e Serviços","Serviços Financeiros",1239,"Programa MÃO NA RODA","TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS",247,33600000000000,"TRANSFERÊNCIAS A INSTITUIÇÕES PRIVADAS COM FINS LUCRATIVOS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",200000,0,200000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"fontesRecursos_c721ec1e-6ce0-47b2-a342-d76b25e31220.csv","informacaoPlanejamento_bc588606-e322-4f05-96ed-8e40bf3920ba.csv"," "," "," "
