nomeEntidade,ano,descricaoPrograma,descricao,objetivo,descricaoOrgao,descricaoUnidade,descricaoFuncao,descricaoSubfuncao,idAcao,descricaoAcao,natureza,idDespesa,numeroElemento,descricaoElemento,descricaoLocalizador,categoriaEconomica,valorOrcado,valorOrcadoAlterado,valorOrcadoAtualizado,valorEmpenhado,valorEmpenhadoAtualizado,valorLiquidado,valorLiquidadoAtualizado,valorALiquidar,valorPago,valorPagoAnulado,valorPagoAtualizado,valorAPagarEmpenhado,valorAPagarLiquidado,"percentualEmpenhadoSobreOrcadoInicial","percentualEmpenhadoSobreOrcadoAtualizado","percentualLiquidadoSobreOrcadoInicial","percentualLiquidadoSobreOrcadoAtualizado","percentualPagoSobreOrcadoInicial","percentualPagoSobreOrcadoAtualizado",fontesRecursos,informacaoPlanejamento,empenhos,suplementacoes,descricaoRecurso
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"FORMAÇÃO E VALORIZAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO","Profissionais da Educação Básica","Fortalecer a formação continuada e a valorização dos profissionais da educação, promovendo práticas pedagógicas inovadoras, inclusivas e alinhadas às diretrizes educacionais, com foco na melhoria da aprendizagem.","SEC. MUN. DE EDUCAÇÃO","Valorização da Educação Básica",Educação,"Ensino Fundamental",1033,"Profissionais da Educação Básica","APLICAÇÕES DIRETAS",126,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",9600000,-1948958.18,7651041.82,6172488.52,6172488.52,5668592.77,5668592.77,503895.75,5668592.77,0,5668592.77,503895.75,0.0,64.3,80.68,59.05,74.09,59.05,134.97,"fontesRecursos_14647054-2e27-450d-b2cd-66e35229f1e3.csv","informacaoPlanejamento_6e187477-7f9b-438f-8ad9-a06f30d2ae14.csv","empenhos_45a666ec-a90e-4c57-9707-8293fac1b964.csv","suplementacoes_59eb3012-2249-45dc-b959-924796f7586e.csv","Transferências do FUNDEB - Impostos e Transferências de Impostos - 30%"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"PROMOÇÃO DA CULTURA, DIVERSIDADE E EQUIDADE","Valorização da Diversidade Étnico-Racial na Educação Básica","Fortalecer a educação para a diversidade étnico-racial, por meio da implementação sistemática das Leis n 10.639/03 e 11.645/08, da valorização das culturas afro-brasileira, indígena e demais etnias, e da promoção de práticas pedagógicas inclusivas, antirracistas e equitativas.","SEC. MUN. DE EDUCAÇÃO","Valorização da Diversidade Étnico-Racial na Educaç",Educação,"Ensino Fundamental",1044,"Valorização da Diversidade Étnico-Racial na Educação Básica","APLICAÇÕES DIRETAS",149,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",320000,0,320000,115530.23,115530.23,115530.23,115530.23,0.0,115530.23,0,115530.23,0.0,0.0,36.1,36.1,36.1,36.1,36.1,276.98,"fontesRecursos_a9904bfd-71cd-4cfd-8e9c-e1bf106c3473.csv","informacaoPlanejamento_92341a4b-00a8-4d73-a2cd-63aa51e310e4.csv","empenhos_ddb480be-abab-4655-a0bd-a16c4fa4fa77.csv"," ","Transferências do FUNDEB - Impostos e Transferências de Impostos - 70%"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS SUPORTE À GESTÃO","Manut. do Gabinete/Assessoria do Vice Prefeito","Integrar e fortalecer as ações de apoio técnico, operacional, tecnológico e administrativo que garantam maior eficiência à gestão pública municipal. Assegurar que os processos internos estejam alinhados com as metas estratégicas do governo, contribuindo diretamente para a modernização e otimização da administração.","GABINETE DO VICE-PREFEITO","Gabinete do Vice-Prefeito / Assess. Vice-Prefeito",Administração,"Administração Geral",1015,"Manut. do Gabinete/Assessoria do Vice Prefeito","APLICAÇÕES DIRETAS",60,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",450000,0,450000,284541.92,284541.92,284541.92,284541.92,0.0,284541.92,0,284541.92,0.0,0.0,63.23,63.23,63.23,63.23,63.23,158.15,"fontesRecursos_943f8cc2-9766-4a4a-9232-67a206a35bba.csv","informacaoPlanejamento_188556a8-6909-4312-a02b-5a924bd0bac5.csv","empenhos_66bb24dc-2062-42eb-b2c8-e61d9dc8bcdd.csv"," ","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"GESTÃO DA QUALIDADE NA EDUCAÇÃO INFANTIL","Creches e Pré-Escolares - Educação Infantil","Assegurar o desenvolvimento integral das crianças na Educação Infantil, por meio da qualificação pedagógica, da ampliação da infraestrutura e da gestão equitativa da oferta de vagas, garantindo acesso, qualidade e equidade no atendimento.","SEC. MUN. DE EDUCAÇÃO","Creches e Pré-Escolares",Educação,"Educação Infantil",1031,"Creches e Pré-Escolares - Educação Infantil","APLICAÇÕES DIRETAS",106,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",58500000,0,58500000,2.223573963E7,2.223573963E7,2.223573963E7,2.223573963E7,0.0,2.223573963E7,0,2.223573963E7,0.0,0.0,38.01,38.01,38.01,38.01,38.01,263.09,"fontesRecursos_b0c32783-e844-49df-8b7e-b2250d95260a.csv","informacaoPlanejamento_3d160d65-f536-4e1b-80fa-9443d128e86e.csv","empenhos_71df2752-a89f-4e94-9e68-9ce9aaac2f6e.csv"," ","Transferências do FUNDEB - Impostos e Transferências de Impostos - 30%"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. da Diretoria de Tecnologia e Inovação","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SECRETARIA DE GOVERNANÇA","Diretoria de Tecnologia e Inovação",Administração,"Tecnologia da Informatização",1010,"Manut. da Diretoria de Tecnologia e Inovação","APLICAÇÕES DIRETAS",206,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",1300000,0,1300000,646013.79,646013.79,646013.79,646013.79,0.0,646013.79,0,646013.79,0.0,0.0,49.69,49.69,49.69,49.69,49.69,201.23,"fontesRecursos_b0f3c416-9948-4237-b3ab-19d08909937b.csv","informacaoPlanejamento_4ed6e1d2-048e-4ae6-9ced-037f8c19504f.csv","empenhos_ffde1023-7e29-4827-a1f8-67baaaf681ca.csv"," ","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"EDUCAÇÃO DE JOVENS E ADULTOS  INCLUSÃO, QUALIDADE E ACESSO AO MUNDO DO TRABALHO","Alfabetização de Jovens, Adultos e Idosos","Ampliar o acesso, a permanência e a qualificação da Educação de Jovens e Adultos, por meio de uma oferta inclusiva, integrada à formação profissional e adaptada às diversidades sociais e culturais, promovendo elevação da escolaridade e inserção no mundo do trabalho.","SEC. MUN. DE EDUCAÇÃO","Alfabetização de Jovens e Adultos",Educação,"Ensino Fundamental",1040,"Alfabetização de Jovens, Adultos e Idosos","APLICAÇÕES DIRETAS",110,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",1000000,0,1000000,498795.38,498795.38,498795.38,498795.38,0.0,498795.38,0,498795.38,0.0,0.0,49.88,49.88,49.88,49.88,49.88,200.48,"fontesRecursos_f7a2c1f5-9b30-4d63-8ebb-9d659258a36a.csv","informacaoPlanejamento_be383dc6-47c2-4254-b586-e4c8ec60a0b4.csv","empenhos_c4ac7506-904e-4016-9efb-18a9f390e91c.csv"," ","Transferências do FUNDEB - Impostos e Transferências de Impostos - 70%"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. da Diretoria de Licitações e Contratos","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","GABINETE DO PREFEITO","Diretoria de Licitações e Contratos",Administração,"Administração Geral",1012,"Manut. da Diretoria de Licitações e Contratos","APLICAÇÕES DIRETAS",33,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",2100000,-250000,1850000,1239172.75,1239172.75,1239172.75,1239172.75,0.0,1239172.75,0,1239172.75,0.0,0.0,59.01,66.98,59.01,66.98,59.01,149.29,"fontesRecursos_705705bd-cb18-42f5-832a-a9379eac297a.csv","informacaoPlanejamento_b0906bcb-159d-4a82-93ac-9585cbfcd760.csv","empenhos_9fb264a2-138c-4075-adc5-4a881bcbef61.csv","suplementacoes_c7bcf03b-090a-438a-a4cd-6a5941f6bcbb.csv","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DEFENSORIA PÚBLICA","Manut. da Procuradoria Geral","Assegurar a adequada representação judicial e extrajudicial do Município, promovendo a legalidade e a segurança jurídica nos atos administrativos. Ampliar o acesso da população a instrumentos de defesa de direitos, especialmente nas relações de consumo, por meio do fortalecimento do PROCON Municipal. Qualificar a atuação da Procuradoria-Geral do Município, promovendo eficiência na análise jurídica, controle da judicialização e orientação técnica às secretarias e órgãos municipais.","PROCURADORIA GERAL DO MUNICIPIO - PGM","Defensoria Publica",Judiciária,"Defesa do Interesse  Púb.No Processo Judiciário",1016,"Manut. da Procuradoria Geral","APLICAÇÕES DIRETAS",63,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",7550000,0,7550000,3993832.19,3993832.19,3993832.19,3993832.19,0.0,3993832.19,0,3993832.19,0.0,0.0,52.9,52.9,52.9,52.9,52.9,189.04,"fontesRecursos_f6b39a22-cda1-4211-9a36-481a4dffe9d3.csv","informacaoPlanejamento_1fc96fa1-d5e7-42e5-9510-cdfd797197c4.csv","empenhos_2585eef2-8501-431a-b311-f19cb4914d7f.csv"," ","Outros Recursos não Vinculados"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"GESTÃO E EQUILÍBRIO FISCAL","Manut. do Gabinete da Secretaria da Fazenda","Garantir a estabilidade macroeconômica e o equilíbrio fiscal do município, buscando uma gestão financeira sustentável, por meio do controle da aplicação dos recursos públicos e acompanhamento da execução financeira.","SEC. MUN. DA FAZENDA","Administração Fazendária",Administração,"Administração Financeira",1019,"Manut. do Gabinete da Secretaria da Fazenda","APLICAÇÕES DIRETAS",78,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",1800000,300000,2100000,1934989.74,1934989.74,1934989.74,1934989.74,0.0,1934989.74,0,1934989.74,0.0,0.0,107.5,92.14,107.5,92.14,107.5,108.53,"fontesRecursos_0a03b262-cf76-4c39-a06b-18ffe7ada7bb.csv","informacaoPlanejamento_c0832642-6c1b-4cd1-9914-79c62e4916be.csv","empenhos_9354cd05-d34a-456a-8f58-cf1869ad3917.csv","suplementacoes_bf26d550-2fca-4c02-866a-18d1d64b4029.csv","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS CONSCIÊNCIA AMBIENTAL","Manut. da Diretoria de Meio Ambiente","Promover educação ambiental e incentivar a conscientização ambiental. Também fortalecer a fiscalização municipal.","COMITÊ DE MEIO AMBIENTE E SANEAMENTO BÁSICO","Diretoria de Meio Ambiente","Gestão Ambiental","Administração Geral",1221,"Manut. da Diretoria de Meio Ambiente","APLICAÇÕES DIRETAS",255,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",3400000,0,3400000,2582986.33,2582986.33,2582986.33,2582986.33,0.0,2582986.33,0,2582986.33,0.0,0.0,75.97,75.97,75.97,75.97,75.97,131.63,"fontesRecursos_edc4d16a-d6f6-4c78-96f2-7f7e2c2d739b.csv","informacaoPlanejamento_bb8abd6d-953f-47a1-8cc3-6519bb671a22.csv","empenhos_5ba843d8-34d7-4596-b341-43275386ff72.csv"," ","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Centros Comunitarios","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SECRETARIA DE INFRAESTRUTURA E OBRAS","Centros Comunitários","Desporto e Lazer",Lazer,1075,"Centros Comunitarios","APLICAÇÕES DIRETAS",198,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",350000,100000,450000,322765.35,322765.35,197063.33,197063.33,125702.02,195424.65,0,195424.65,127340.7,1638.68,92.22,71.73,56.3,43.79,55.84,230.27,"fontesRecursos_83e22545-d78d-4eb0-9f1c-6a68fe249c34.csv","informacaoPlanejamento_a852d3d9-566c-4e5b-8b62-d03ddcf289ff.csv","empenhos_ead8c37a-ecbb-4b58-b26d-c58d1993efc2.csv","suplementacoes_ebbe0e53-b928-40aa-8a63-569b5ea72e2e.csv","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. do Conselho Tutelar","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","GABINETE DO PREFEITO","Conselho Tutelar","Assistência Social","Assistência à Criança e ao Adolescente",1009,"Manut. do Conselho Tutelar","APLICAÇÕES DIRETAS",46,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",150000,60000,210000,235334.21,168749.51,81009.2,80900.81,87848.7,80900.81,0,80900.81,87848.7,0.0,156.89,112.06,54.01,38.58,53.93,259.58,"fontesRecursos_62cfc3ad-9aa5-461e-b020-83ca62ebd643.csv","informacaoPlanejamento_992bbd80-f947-46e3-b021-5b7d62e283a4.csv","empenhos_8da0b61e-5170-4098-b737-547dbec7df30.csv","suplementacoes_4aacce9f-f3cd-4094-869e-6de749a8f0de.csv","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manutenção da Diretoria de Planejamento Urbanístico","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SEC. DES. ECONÔMICO, INDÚSTRIA, COMÉRCIO E SERVIÇO","Diretoria de Planejamento Urbanístico",Administração,"Ordenamento Territorial",1257,"Manutenção da Diretoria de Planejamento Urbanístico","APLICAÇÕES DIRETAS",230,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",500000,2231000,2731000,2651706.73,2651706.73,2651706.73,2651706.73,0.0,2651706.73,0,2651706.73,0.0,0.0,530.34,97.1,530.34,97.1,530.34,102.99,"fontesRecursos_24e9f87d-2c0c-421d-a4b5-d84ba17896fa.csv","informacaoPlanejamento_fca887df-2bdd-4aa7-93a1-fca9358e36b4.csv","empenhos_9e1a3689-6b79-42de-ba35-670e812b5516.csv","suplementacoes_36d38c06-393f-455f-bafd-3d36231245d8.csv","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manutenção da Diretoria de Parques e Praças","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","GABINETE DO PREFEITO","Diretoria de Parques e Praças","Desporto e Lazer",Lazer,1248,"Manutenção da Diretoria de Parques e Praças","APLICAÇÕES DIRETAS",39,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",900000,1146000,2046000,1156080.16,1156080.16,1156080.16,1156080.16,0.0,1156080.16,0,1156080.16,0.0,0.0,128.45,56.5,128.45,56.5,128.45,176.98,"fontesRecursos_90a2d824-9e81-4689-813f-58e31ac1df85.csv","informacaoPlanejamento_f065cbc5-9c9c-4280-87de-746517c6e248.csv","empenhos_27e1c8bf-31c1-462b-8dab-a678442b1799.csv","suplementacoes_de1af25a-5a23-407d-a4df-d117a0c9260c.csv","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"GESTÃO E EQUILÍBRIO FISCAL","Manut. da Diretoria da Receita","Garantir a estabilidade macroeconômica e o equilíbrio fiscal do município, buscando uma gestão financeira sustentável, por meio do controle da aplicação dos recursos públicos e acompanhamento da execução financeira.","SEC. MUN. DA FAZENDA","Diretoria da Receita",Administração,"Administração Financeira",1262,"Manut. da Diretoria da Receita","APLICAÇÕES DIRETAS",85,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",7600000,-1880000,5720000,2520150.88,2520150.88,2520150.88,2520150.88,0.0,2520150.88,0,2520150.88,0.0,0.0,33.16,44.06,33.16,44.06,33.16,226.97,"fontesRecursos_017f6358-9a9c-4b95-8939-b7daf619acb4.csv","informacaoPlanejamento_bfdaca1f-f16e-4c9f-b1ee-7bd4118fef25.csv","empenhos_480af252-391e-41a7-a3c2-baad96cb13df.csv","suplementacoes_98ab0831-d203-4caa-a13d-9d5f3604d164.csv","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Manut. do Gabinete Secretaria de Infraestrutura e Obras","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SECRETARIA DE INFRAESTRUTURA E OBRAS","Gab. Secretaria de Infraestrutura e Obras",Administração,"Administração Geral",1072,"Manut. do Gabinete Secretaria de Infraestrutura e Obras","APLICAÇÕES DIRETAS",155,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",2200000,0,2200000,1490278.0,1490278.0,1490278.0,1490278.0,0.0,1490278.0,0,1490278.0,0.0,0.0,67.74,67.74,67.74,67.74,67.74,147.62,"fontesRecursos_dfe0ecbe-40dd-4d19-ae35-d74ffd46e005.csv","informacaoPlanejamento_e35e7d0e-cd80-419c-ac3a-3467d02372a0.csv","empenhos_e9cd819e-216e-4ec4-b4ee-01421e8e9851.csv"," ","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. do Conselho Tutelar","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","GABINETE DO PREFEITO","Conselho Tutelar","Assistência Social","Assistência à Criança e ao Adolescente",1009,"Manut. do Conselho Tutelar","APLICAÇÕES DIRETAS",45,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",1300000,-55000,1245000,811728.17,811728.17,811728.17,811728.17,0.0,811728.17,0,811728.17,0.0,0.0,62.44,65.2,62.44,65.2,62.44,153.38,"fontesRecursos_b5a1ee4e-6896-4dd0-b297-35377ff120c1.csv","informacaoPlanejamento_e708e182-763f-4622-a3cb-b5ab2c0e0aa1.csv","empenhos_7d7db28f-b21d-4a93-9031-786ec1effd0c.csv","suplementacoes_bce255d3-8db2-41e1-a647-fc945165d958.csv","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"GESTÃO E EQUILÍBRIO FISCAL","Manut. da Tesouraria e Contabilidade - Financeiro","Garantir a estabilidade macroeconômica e o equilíbrio fiscal do município, buscando uma gestão financeira sustentável, por meio do controle da aplicação dos recursos públicos e acompanhamento da execução financeira.","SEC. MUN. DA FAZENDA","Administração Fazendária",Administração,"Administração Financeira",1023,"Manut. da Tesouraria e Contabilidade - Financeiro","APLICAÇÕES DIRETAS",81,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",1700000,0,1700000,1171089.23,1171089.23,1171089.23,1171089.23,0.0,1171089.23,0,1171089.23,0.0,0.0,68.89,68.89,68.89,68.89,68.89,145.16,"fontesRecursos_29ce5980-268a-4fb2-bbad-852b1b12088a.csv","informacaoPlanejamento_1269ffa5-dc52-43c1-aa0f-bf88dce64964.csv","empenhos_246d0fc1-703c-499a-89b9-81b1722bc0f8.csv"," ","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. da Diretoria de Transito e Transporte","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","GABINETE DO PREFEITO","Diretoria de Transito e Transporte",Transporte,"Transporte Rodoviário",1013,"Manut. da Diretoria de Transito e Transporte","APLICAÇÕES DIRETAS",26,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",7650000,-2750000,4900000,4624560.04,4624560.04,4624560.04,4624560.04,0.0,4624560.04,0,4624560.04,0.0,0.0,60.45,94.38,60.45,94.38,60.45,105.96,"fontesRecursos_7723416b-3bcc-49ca-b04b-b1e9ba0aa3d8.csv","informacaoPlanejamento_3afc206f-b18b-4954-adaa-452fbad34eee.csv","empenhos_4b90e1ca-8f81-46eb-b4e1-73801759940d.csv","suplementacoes_59c1c4a8-2d59-4121-b591-d5a7b5b11c4b.csv","Outros Recursos não Vinculados"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manut. da Ouvidoria","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SECRETARIA DE GOVERNANÇA",Ouvidoria,Administração,"Administração Geral",1006,"Manut. da Ouvidoria","APLICAÇÕES DIRETAS",218,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",130000,0,130000,101374.99,101374.99,101374.99,101374.99,0.0,101374.99,0,101374.99,0.0,0.0,77.98,77.98,77.98,77.98,77.98,128.24,"fontesRecursos_3c9a7fcd-2730-4e83-a89f-a3034c32e1fd.csv","informacaoPlanejamento_b5060574-ad81-462c-86ae-0b8521d1d0d0.csv","empenhos_f42ca2a1-39f6-430a-8d8b-cf77846f0465.csv"," ","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS DESENVOLVIMENTO","Manut. Superintendências de Op. Rio Maina/Santa Luzia/Quarta Linha","Elaborar projetos arquitetônicos, urbanísticos e geométricos (rodoviários) de espaços públicos; Revisar e regulamentar constantemente a legislação urbanística do Plano Diretor; Executar obras de edificações e espaços públicos de interesse da coletividade. Garantir o desenvolvimento econômico do município por meio de execução de obras significativas ao crescimento urbano.Tornar à cidade mais humanizada, bonita e agradável de se viver, sempre em conformidade com o Plano Diretor do Município.","SECRETARIA DE INFRAESTRUTURA E OBRAS","Superint. de Op. Rio Maina/Sta Luzia/Quarta Linha",Urbanismo,"Serviços Urbanos",1086,"Manut. Superintendências de Op. Rio Maina/Santa Luzia/Quarta Linha","APLICAÇÕES DIRETAS",158,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",3600000,0,3600000,2064476.7,2064476.7,2064476.7,2064476.7,0.0,2064476.7,0,2064476.7,0.0,0.0,57.35,57.35,57.35,57.35,57.35,174.38,"fontesRecursos_4b71b993-6bda-4bd7-8fbe-f2efc759f627.csv","informacaoPlanejamento_5b15cc51-cd80-4c8b-a45a-ef421b5ce790.csv","empenhos_7c256303-5855-4d8b-8ab5-e55a31bf5b6a.csv"," ","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manutenção da Diretoria de Planejamento e Estratégia","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SECRETARIA DE GOVERNANÇA","Diretoria de Planejamento e Estratégia",Administração,"Administração Geral",1253,"Manutenção da Diretoria de Planejamento e Estratégia","APLICAÇÕES DIRETAS",212,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",220000,250000,470000,400663.58,400663.58,400663.58,400663.58,0.0,400663.58,0,400663.58,0.0,0.0,182.12,85.25,182.12,85.25,182.12,117.31,"fontesRecursos_cb4d885a-00c7-4bea-aaed-c400b03c103b.csv","informacaoPlanejamento_2a0d76dd-d0af-417a-b5da-4a01dd28b41c.csv","empenhos_9b8c452c-4ce0-40e8-a1fd-73015a703eb7.csv","suplementacoes_ee143691-5bb5-4cf1-9d9d-ffa5a33a8819.csv","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"MAIS GESTÃO CRICIÚMA","Manutenção da Diretoria de Transparência e Acesso à Informação","Planejar e modernizar a administração municipal com dados gerenciais, reduzindo custos.","SECRETARIA DE GOVERNANÇA","Diretoria de Transparência e Acesso à Informação",Administração,"Tecnologia da Informatização",1254,"Manutenção da Diretoria de Transparência e Acesso à Informação","APLICAÇÕES DIRETAS",215,31900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",220000,0,220000,136343.42,136343.42,136343.42,136343.42,0.0,136343.42,0,136343.42,0.0,0.0,61.97,61.97,61.97,61.97,61.97,161.36,"fontesRecursos_9a614f85-b325-4dce-9931-3a5b94fb9d94.csv","informacaoPlanejamento_807fdd33-e507-485e-9298-ea91bf829c7b.csv","empenhos_b427adc5-cffa-4193-9b7a-f40c434d0920.csv"," ","Recursos não Vinculados de Impostos"
"PREFEITURA MUNICIPAL DE CRICIUMA",2026,"CRICIÚMA MAIS CONSCIÊNCIA AMBIENTAL","Manut. de Horto Florestal / Parque Ecológico ""José Milanese""","Promover educação ambiental e incentivar a conscientização ambiental. Também fortalecer a fiscalização municipal.","COMITÊ DE MEIO AMBIENTE E SANEAMENTO BÁSICO","Diretoria de Meio Ambiente","Gestão Ambiental","Preservação e Conservação Ambiental",1222,"Manut. de Horto Florestal / Parque Ecológico ""José Milanese""","APLICAÇÕES DIRETAS",259,33900000000000,"APLICAÇÕES DIRETAS","PREFEITURA MUNICIPAL DE CRICIUMA","DESPESAS CORRENTES",400000,-111772.24,288227.76,203008.04,203008.04,135094.73,135094.73,67913.31,135094.73,0,135094.73,67913.31,0.0,50.75,70.43,33.77,46.87,33.77,213.35,"fontesRecursos_4dba5664-de61-47d8-a851-294967b0232c.csv","informacaoPlanejamento_0b7d0da1-91bd-4979-a721-ae7e4d4a0b92.csv","empenhos_b67346b6-1698-4237-be82-e6c99eaba608.csv","suplementacoes_c7279380-fd03-4645-8e93-40fe2900e5cc.csv","Recursos não Vinculados de Impostos"
